,ticker,morningstar_name,year,capex,eoy_price,eps,ltdebt,marketcap,ppe,revenue,roe,stdebt,assets,liabilities
30401,CYC,cyclopharm,2013,-1149113.0,0.25,-16.73,,14362134.0,742420.0,12044933.0,-1.4716999999999998,2416986.0,11899167.0,5348674.0
30402,CYG,coventry,2013,-4927000.0,2.7,14.43,26000.0,101952000.0,18901000.0,240845000.0,0.0418,43000.0,181994000.0,30377000.0
30403,CYL,catalyst metals,2013,,0.33,-2.17,,15527500.89,714.0,,-1.148,,1148858.0,271376.0
30404,CYM,cyprium metals,2013,-172543.0,0.01,-0.16,,5499202.79,18188.0,875488.0,-0.1934,,8406091.0,827355.0
30405,CYO,clarity oss,2013,-230000.0,0.02,-1.09,28387000.0,6277396.52,353000.0,40080000.0,0.297,1217000.0,36309000.0,49095000.0
30406,CYP,cynata therapeutics,2013,0.0,0.01,-0.19,,5052234.61,0.0,33964.0,-0.5574,,1792543.0,149700.0
30407,CYQ,cycliq,2013,0.0,0.01,-1.3,1911042.0,9215403.59,12687.0,21896.0,1.2096,226585.0,180705.0,5572774.0
30408,CYT,cytopia,2013,,,,,,,,,,,
30409,CZI,cassini resources,2013,-1228578.0,0.1,-3.4,,4576687.61,59897.0,,-0.29510000000000003,,4651317.0,80078.0
30410,CZL,consolidated zinc,2013,0.0,0.01,-0.92,,1829881.77,936.0,,-1.0749,,2344283.0,100615.0
30411,CZN,corazon mining,2013,-395570.0,0.03,-1.84,,9006216.5,33779.0,72851.0,-2.4751,,2072044.0,651531.0
30412,CZR,czr resources,2013,-49755.0,0.06,-0.34,,53632900.97,44091.0,148000.0,-0.2115,,13783350.0,2883893.0
30413,CZZ,capilano honey,2013,-1219898.0,2.45,40.45,14937644.0,20874485.1,19744122.0,72159980.0,0.0992,1355887.0,54699339.0,27752365.0
30414,D13,delaware thirteen,2013,-1024368.0,0.08,-2.06,,1960000.0,371000.0,,-0.1505,,3298393.0,252127.0
30415,D2O,duxton water,2013,,,,,,,,,,,
30416,DAF,discovery alaska,2013,-107481.0,0.05,-2.57,,2539596.46,2621.0,87978.0,-0.3859,,3428442.0,106078.0
30417,DAL,dalaroo metals,2013,,,,,,,,,,,
30418,DBBF,betashares ethical diversified balanced etf,2013,,,,,,,,,,,
30419,DBF,duxton farms,2013,,,,,,,,,,,
30420,DBI,dalrymple bay infrastructure,2013,,,,,,,,,,,
30421,DBO,diablo resources,2013,,,,,,,,,,,
30422,DBS,dark blue sea,2013,,,,,,,,,,,
30423,DC2,dc two,2013,,,,,,,,,,,
30424,DCC,digitalx,2013,-128942.0,0.02,-7.19,,1160574.21,3615.0,356915.0,-2.8299000000000003,,1543183.0,211196.0
30425,DCG,decmil,2013,-65620000.0,1.78,38.32,1089000.0,299401729.82,42477000.0,556287000.0,0.1276,21661000.0,439211000.0,168015000.0
30426,DCI,dc international,2013,,,,,,,,,,,
30427,DCL,domacom,2013,,,,,,,,,,,
30428,DCN,dacian gold,2013,-4550731.0,0.17,-7.13,49574.0,16337000.0,568502.0,538123.0,-0.2487,31310.0,25163792.0,1815601.0
30429,DCX,discovex resources,2013,-2995062.0,0.02,-3.6,14479.0,3201601.59,174616.0,,-0.6345000000000001,23162.0,9549498.0,373859.0
30430,DDB,dynamic,2013,,,,,,,,,,,
30431,DDD,3d resources,2013,0.0,0.03,-0.12,,7056552.36,0.0,572486.0,-0.1972,,1107749.0,134460.0
30432,DDF,deutsche diversified trust,2013,,,,,,,,,,,
30433,DDH,ddh1,2013,,,,,,,,,,,
30434,DDR,dicker data,2013,-3840000.0,0.79,7.28,588000.0,100883000.0,19573000.0,451578000.0,0.45890000000000003,63187000.0,135148000.0,115001000.0
30435,DDT,datadot technology,2013,-882701.0,0.02,-0.03,52806.0,8173613.6,905962.0,7660580.0,-0.027200000000000002,437664.0,7720154.0,1815910.0
30436,DEG,de grey mining,2013,-18966.0,0.01,-0.88,,3425493.88,71418.0,,-45.9161,,374398.0,291869.0
30437,DEL,delorean,2013,,,,,,,,,,,
30438,DEL1,delfin,2013,,,,,,,,,,,
30439,DEM,de.mem,2013,,,,,,,,,,,
30440,DES,destra,2013,,,,,,,,,,,
30441,DET,dealt,2013,,,,,,,,,,,
30442,DEV,devex resources,2013,-1059419.0,0.02,-0.99,,6869119.58,203543.0,,-0.1202,,23937139.0,2202799.0
30443,DEX,duke exploration,2013,,,,,,,,,,,
30444,DEX1,dexion,2013,,,,,,,,,,,
30445,DFM,dongfang modern agriculture,2013,,,,,,,,,,,
30446,DGA,digga australian mining fund,2013,0.0,1.48,-106.96,,605385.12,,,,,645710.0,645710.0
30447,DGD,delta gold,2013,,,,,,,,,,,
30448,DGGF,betashares ethical diversified growth etf,2013,,,,,,,,,,,
30449,DGH,desane,2013,-4000.0,0.47,4.29,8344000.0,14193748.55,,,0.0509,,47240000.0,21761000.0
30450,DGL,dgl,2013,,,,,,,,,,,
30451,DGM,deepgreen minerals,2013,,,,,,,,,,,
30452,DGO,dgo gold,2013,-949831.0,,-2.17,,707065.93,360305.0,347231.0,-0.5835,,7229276.0,721053.0
30453,DGR,dgr global,2013,-1660596.0,0.02,-0.94,416886.0,7945437.26,581558.0,9252822.0,-0.1589,216136.0,33315997.0,2470406.0
30454,DGX,diploma,2013,-6000.0,0.04,1.02,11892000.0,5346845.0,1352000.0,164728000.0,0.568,6232000.0,74879000.0,71575000.0
30455,DHB,dream haven bedding and furniture,2013,,,,,,,,,,,
30456,DHG,domain  australia,2013,,,,,,,,,,,
30457,DHHF,betashares diversified all growth etf,2013,,,,,,,,,,,
30458,DID,didasko,2013,,,,,,,,,,,
30459,DIG,asia pacific digital,2013,-668000.0,0.01,-0.05,723000.0,4198133.78,126000.0,29856000.0,-0.0365,3038000.0,15312000.0,9232000.0
30460,DIO,dioro exploration nl,2013,,,,,,,,,,,
30461,DIR,direct nickel,2013,-98260.0,0.03,-5.0,,3126856.65,744044.0,3921769.0,-5.4222,,7895797.0,6890797.0
30462,DIT,deutsche industrial trust,2013,,,,,,,,,,,
30463,DIV,ubs iq morningstar australia dividend yield etf,2013,,,,,,,,,,,
30464,DJRE,spdr dow jones global real estate esg fund,2013,,,,,,,,,,,
30465,DJS,david jones,2013,-78984000.0,2.7,17.95,127500000.0,1441053082.8,835373000.0,1907544000.0,0.1268,1173000.0,1237785000.0,436689000.0
30466,DJW,djerriwarrh investments,2013,0.0,4.25,17.25,,929007500.0,,,0.049800000000000004,,876570000.0,120393000.0
30467,DKM,duketon mining,2013,,,,,,,,0.0,,8433154.0,33109.0
30468,DKN,dkn financial,2013,,,,,,,,,,,
30469,DKS,danks,2013,,,,,,,,,,,
30470,DLC,delecta,2013,-224000.0,,-0.18,,1900488.61,800000.0,22648000.0,-0.0808,14000.0,16494000.0,2765000.0
30471,DLM,dominion minerals,2013,-19743.0,0.12,-3.09,,24638819.46,307282.0,95153.0,-0.41090000000000004,,15794992.0,1826754.0
30472,DLS,drillsearch energy,2013,-140700000.0,1.05,11.13,130391000.0,449141039.55,112305000.0,102227000.0,0.18969999999999998,10000000.0,485177000.0,198582000.0
30473,DLT,delta drone international,2013,,,,,,,,,,,
30474,DLX,dulux,2013,-28942000.0,5.28,21.1,419372000.0,1990662590.4,263809000.0,1495096000.0,0.41609999999999997,15707000.0,1032806000.0,801838000.0
30475,DM1,desert metals,2013,-6902.0,0.34,-29.43,,3450152.83,,,0.0,,6771663.0,690831.0
30476,DMA,dynasty resources,2013,-7116.0,0.04,-1.39,,4420746.76,93988.0,870000.0,-0.7275,,1917153.0,169427.0
30477,DMC,design milk co,2013,,,,,,,,,,,
30478,DME,dome gold mines,2013,,,,,,4000.0,,0.0,,4313000.0,69000.0
30479,DMG,dragon mountain gold,2013,-49392.0,0.01,-0.19,,2898835.67,29952.0,,-0.062,,5567370.0,116509.0
30480,DMKT,amp capital dynamic markets fund (hedge fund),2013,,,,,,,,,,,
30481,DML,discovery metals,2013,-161537466.0,0.14,-50.22,313746.0,65743170.88,193291644.0,5637735.0,-0.27449999999999997,163405929.0,274085175.0,201026415.0
30482,DMM,dmc mining,2013,,,,,,,,,,,
30483,DMM1,dmc mining 1,2013,,,,,,,,,,,
30484,DMP,domino's pizza enterprises,2013,-34903000.0,11.17,40.86,32589000.0,784052168.58,49693000.0,297352000.0,0.2969,7082000.0,189751000.0,87169000.0
30485,DMX,dmx,2013,,0.01,-0.08,,1551462.65,,,-0.0828,,2431171.0,1096538.0
30486,DN8,dreamscape networks,2013,,,,,,,,,,,
30487,DNA,donaco international,2013,-9626742.0,0.34,2.53,,124526165.16,13889286.0,17793531.0,0.1452,,69173964.0,17171507.0
30488,DNK,danakali,2013,-181508.0,0.2,-4.16,,26230329.33,395562.0,4679806.0,-0.3774,,14787500.0,744514.0
30489,DNS,danae resources nl,2013,,,,,,,,,,,
30490,DNX,denx,2013,,,,,,,,,,,
30491,DOC,doctor care anywhere  plc,2013,,,,,,,,,,,
30492,DOM,dominion mining,2013,,,,,,,,,,,
30493,DOR,doriemus plc,2013,,,,,,,,,,,
30494,DOR1,dome resources nl,2013,,,,,,,,,,,
30495,DOT,deutsche office trust,2013,,,,,,,,,,,
30496,DOU,douugh,2013,0.0,,-0.07,,3720000.0,,2983000.0,44.3542,,115000.0,163000.0
30497,DOW,downer edi,2013,-355684000.0,3.59,45.65,444256000.0,1555939850.11,1150827000.0,8375014000.0,0.1137,237934000.0,4172022000.0,2345448000.0
30498,DRA,dra global,2013,-7074000.0,0.13,-17.82,,11549279.69,9574000.0,104492000.0,-0.6714,2131000.0,51054000.0,27468000.0
30499,DRA1,dragon mining,2013,-7074000.0,0.13,-17.82,,11549279.69,9574000.0,104492000.0,-0.6714,2131000.0,51054000.0,27468000.0
30500,DRD,drdgold,2013,,,,,,,,,,,
30501,DRE,dreadnought resources,2013,-344248.0,,-1.21,,1887681.12,3291.0,73339.0,-12.773,,655685.0,58223.0
30502,DRE1,dalrymple resources nl,2013,,,,,,,,,,,
30503,DRM,demetallica,2013,-78513258.0,0.4,-6.96,35487259.0,56746707.2,100556330.0,,-0.12,20563100.0,147056208.0,77118627.0
30504,DRM2,doray minerals,2013,-78513258.0,0.4,-6.96,35487259.0,56746707.2,100556330.0,,-0.12,20563100.0,147056208.0,77118627.0
30505,DRO,droneshield,2013,,,,,,,,,,,
30506,DRR,deterra royalties,2013,,,,,,,,,,,
30507,DRUG,betashares global healthcare etf - currency hedged,2013,,,,,,,,,,,
30508,DRX,diatreme resources,2013,-3625225.0,0.02,-1.0,,12191648.62,415662.0,170928.0,-0.2329,,22102096.0,1504291.0
30509,DSB,delta sbd,2013,-10283000.0,0.33,15.68,16026000.0,15351192.78,44676000.0,145126000.0,0.1355,9075000.0,111971000.0,52640000.0
30510,DSE,dropsuite,2013,-930724.0,0.03,-6.02,,1135780.18,264779.0,473557.0,-0.25120000000000003,,11697744.0,1236096.0
30511,DSH,dshe,2013,,,,26500000.0,,60300000.0,,0.0,,306900000.0,190400000.0
30512,DSK,dusk,2013,,,,,,,,,,,
30513,DSQ,dsq,2013,,,,,,,,,,,
30514,DSX,decimal software,2013,-874523.0,0.11,7.69,,19139261.57,18328.0,11921497.0,0.0579,,22722728.0,738114.0
30515,DTC,damstra,2013,,,,,,,,,,,
30516,DTE,dart energy,2013,-39328000.0,0.08,-15.83,52000.0,72939549.42,1328000.0,9991000.0,-0.5615,18358000.0,306004000.0,82234000.0
30517,DTI,dti,2013,,,,,,,,,,,
30518,DTL,data3,2013,-4570000.0,1.07,7.88,1158000.0,165523125.0,6249000.0,769952000.0,0.3583,695000.0,214842000.0,180968000.0
30519,DTM,dart mining nl,2013,-3221007.0,0.07,1.81,,14496392.05,50610.0,5376834.0,0.20620000000000002,,17624429.0,638370.0
30520,DTO,d2 marketing,2013,,,,,,,,,,,
30521,DTR,dateline resources,2013,-77135.0,0.08,-2.75,,2574600.0,9040.0,,-0.2596,,3332496.0,100779.0
30522,DTS,dragontail systems,2013,,,,,,,,,,,
30523,DTZ,dotz nano,2013,-19899418.0,0.22,-0.38,41316495.0,106569169.08,323588511.0,232670987.0,-0.006,56155565.0,452568171.0,143350469.0
30524,DUB,dubber,2013,-513873.0,0.07,-6.17,,1828024.8,94080.0,,-1.3778,,1126026.0,51118.0
30525,DUE,duet,2013,-392453000.0,2.01,0.51,5609273000.0,2350321140.0,5659687000.0,1307043000.0,0.0518,62624000.0,8505444000.0,6983395000.0
30526,DUG,dug technology,2013,,,,,,,,,,,
30527,DUI,diversified united investment,2013,0.0,3.0,14.03,64710000.0,507848940.0,,,0.048,,620371000.0,128371000.0
30528,DUN,dundas minerals,2013,,,,,,,,,,,
30529,DUR,duratec,2013,,,,,,,,,,,
30530,DVA,diversa,2013,-10547.0,0.03,-2.43,5607260.0,5552228.58,70748.0,4566358.0,10.316400000000002,30583.0,7523775.0,7796625.0
30531,DVC,dca,2013,,,,,,,,,,,
30532,DVDY,vaneck morningstar australian moat income etf,2013,,,,,,,,,,,
30533,DVL,dorsavi,2013,,,,,,76480.0,,0.0,16723.0,18875881.0,383066.0
30534,DVN,devine,2013,-922000.0,0.67,-0.35,107515000.0,106349472.52,,,0.0297,,544367000.0,226862000.0
30535,DVP,develop global,2013,-8576012.0,0.01,-1.06,,17026560.99,2457384.0,3710577.0,-0.2888,,76209799.0,14875986.0
30536,DVR,diverger,2013,-56165.0,0.15,-6.05,,9678282.0,,,-0.18600000000000003,,13550101.0,4057933.0
30537,DW8,dw8,2013,-75392.0,0.01,-0.06,26534.0,2113200.68,4840895.0,7335147.0,-0.0658,3763220.0,10880109.0,7861237.0
30538,DWS,dws,2013,-6481000.0,1.44,12.74,,190602378.72,1873000.0,109220000.0,0.2777,,74535000.0,13836000.0
30539,DXB,dimerix,2013,0.0,,-0.2,,1324560.03,,,-0.3029,,1753446.0,46308.0
30540,DXC,dexus convenience retail reit,2013,,,,,,,,,,,
30541,DXF,ding sheng xin finance co.,2013,,,,,,,,,,,
30542,DXI,dexus industria reit,2013,,,,132000000.0,,,,0.0,,385500000.0,143400000.0
30543,DXL,dyno nobel,2013,,,,,,,,,,,
30544,DXN,dxn,2013,,,,,,,,,,,
30545,DXS,dexus,2013,-7000000.0,1.07,11.14,2167100000.0,5031094407.3,,,0.0986,,7752600000.0,2560900000.0
30546,DYL,deep yellow,2013,-5601555.0,0.03,-0.6,,51508356.47,925560.0,521323.0,-0.0931,,93629196.0,547153.0
30547,DZZF,betashares ethical diversified high growth etf,2013,,,,,,,,,,,
30548,E200,spdr s&p/asx 200 esg fund,2013,,,,,,,,,,,
30549,E25,element 25,2013,-69313.0,0.09,-1.07,,6553184.55,66819.0,1383864.0,-0.08929999999999999,,8465570.0,149686.0
30550,E2M,e2 metals,2013,,,,,,,,,,,
30551,E33,east 33,2013,,,,,,,,,,,
30552,E3S,e3sixty,2013,-1156204.0,0.03,-2.04,,2437150.69,0.0,,-3.6812,,984174.0,518105.0
30553,E79,e79 gold mines,2013,,,,,,,,,,,
30554,E88,ensogo,2013,-13920.0,0.33,-0.49,,118570662.21,465340.0,1434204.0,-0.006999999999999999,,93706466.0,13814930.0
30555,EAC,east african coffee plantations,2013,,,,,,,,,,,
30556,EAF,evans & partners asia fund,2013,-30459.0,0.01,-3.89,,1237357.74,111476.0,154687.0,-1.1806,,3750163.0,448555.0
30557,EAI,ellerston asian investment,2013,,,,,,,,,,,
30558,EAL,e&a,2013,-12830000.0,0.52,7.16,22683000.0,58779240.0,,,0.1246,,146525000.0,84693000.0
30559,EAR,echo resources,2013,,0.08,-1.33,,7598541.44,64297.0,,-0.9809,,1897868.0,664965.0
30560,EAU,eldorado gold,2013,,,,,,,,,,,
30561,EAX,energy action,2013,-773519.0,3.0,17.29,,75920763.0,553300.0,21970511.0,0.36729999999999996,,19115816.0,5862864.0
30562,EBG,eumundi,2013,-290000.0,0.05,-0.91,31739000.0,7097484.5,9917000.0,20572000.0,-0.076,,50904000.0,33992000.0
30563,EBND,vaneck emerging income opportunities active etf (managed fund),2013,,,,,,,,,,,
30564,EBO,ebos,2013,-2598770.0,,44.53,130277988.0,,80800269.0,1535168056.0,0.11220000000000001,182683851.0,2132709123.0,1875884087.0
30565,EBR,ebr systems inc,2013,,,,,,,,,,,
30566,ECF,elanor commercial property fund,2013,,,,,,,,,,,
30567,ECG,ecargo,2013,,,,,,,,,,,
30568,ECI,ec-asia international,2013,,,,,,,,,,,
30569,ECL,excelsior capital,2013,-2515000.0,1.43,29.05,118000.0,48525003.45,5351000.0,113697000.0,0.174,55000.0,71976000.0,15588000.0
30570,ECO,echoice,2013,-777000.0,0.01,0.17,48354000.0,9286641.71,1140000.0,71597000.0,0.0329,231026000.0,427011000.0,386954000.0
30571,ECP,ecp emerging growth,2013,,,,,,,,,,,
30572,ECP1,ecorp,2013,,,,,,,,,,,
30573,ECS,ecs botanics,2013,-1336000.0,,-0.33,10316000.0,8844953.18,1901000.0,50887000.0,8.452300000000001,432000.0,20210000.0,20493000.0
30574,ECT,environmental clean technologies,2013,-2635.0,0.01,-0.33,,12770226.92,120328.0,1292083.0,-1.242,2754612.0,8676906.0,4293427.0
30575,ECV,ecosave,2013,-375000.0,1.61,4.08,,41344803.22,669000.0,11427000.0,0.11109999999999999,495000.0,14133000.0,5465000.0
30576,ECX,eclipx,2013,,,,,,,,,,,
30577,EDC,eildon capital,2013,,,,,,,,,,,
30578,EDE,eden innovations,2013,-701415.0,0.01,-0.27,,6247687.43,210955.0,1166468.0,-0.2974,,6497616.0,1298511.0
30579,EDI,evans deakin industries,2013,,,,,,,,,,,
30580,EDN,elkedra diamonds nl,2013,,,,,,,,,,,
30581,EDT,edt retail trust,2013,,,,,,,,,,,
30582,EDU,edu,2013,-218552.0,0.01,-3.16,281570.0,432000.0,245397.0,8016758.0,0.9295,288857.0,1234540.0,2703432.0
30583,EDV,endeavour,2013,,,,,,,,,,,
30584,EEG,empire energy,2013,-3635814.0,0.1,-0.41,69967.0,30268640.84,109116405.0,29687369.0,-0.0227,45931329.0,125082856.0,69916851.0
30585,EEI,earth essence international,2013,,,,,,,,,,,
30586,EEL,enrg elements,2013,-1961822.0,0.01,-12.31,1963497.0,2871640.86,136891.0,347348.0,-1.9354,,8629503.0,2631007.0
30587,EER,east energy resources,2013,-3941.0,0.04,-1.6,12724739.0,12476832.55,114887.0,824119.0,-0.0716,,74146116.0,19574983.0
30588,EEU,betashares euro etf,2013,,,,,,,,,,,
30589,EFC,efinancial capital,2013,,,,,,,,,,,
30590,EFE,eastern resources,2013,-2001846.0,0.05,-1.06,,5331053.85,26950.0,1175765.0,-0.1661,,7475499.0,508183.0
30591,EFF,evans & partners australian flagship fund,2013,,,,,,,,,,,
30592,EFG,everest financial,2013,,,,,,,,,,,
30593,EFT,eftel,2013,,,,,,,,,,,
30594,EGA,egan street resources,2013,,,,,,,,,,,
30595,EGD,evans & partners global disruption fund,2013,,,,,,,,,,,
30596,EGF,evans & partners global flagship fund,2013,0.0,1.62,10.72,4249424.0,114734439.36,,,0.0345,,119213673.0,9803738.0
30597,EGF1,ellerston gems fund,2013,,,,,,,,,,,
30598,EGG,enero,2013,-3345000.0,0.34,-102.82,1070000.0,29105684.36,7631000.0,248080000.0,-0.0462,636000.0,143804000.0,44666000.0
30599,EGH,eureka,2013,-146681.0,0.07,0.1,2949000.0,4916140.58,,,0.0187,,9381024.0,5363507.0
30600,EGI,ellerston global investments,2013,,,,,,,,,,,
30601,EGL,the environmental,2013,-123285.0,0.03,-1.01,1229527.0,2371811.67,490859.0,14310459.0,0.0716,90121.0,10973782.0,4716312.0
30602,EGN,engenco,2013,-5769000.0,0.14,-40.06,427000.0,43524800.48,61404000.0,177232000.0,-0.0946,23468000.0,141229000.0,52200000.0
30603,EGO,empire oil & gas nl,2013,-23195159.0,0.01,-0.15,465377.0,69237381.86,44468466.0,824774.0,-0.1775,4870.0,64367129.0,30084444.0
30604,EGR,ecograf,2013,-2225316.0,0.07,-1.22,,4762424.68,0.0,,-0.1157,,7220487.0,476724.0
30605,EGX,evogenix,2013,,,,,,,,,,,
30606,EGY,energy technologies,2013,-295218.0,0.01,-1.35,1127738.0,829235.45,1381969.0,10500162.0,-4.3681,1889305.0,6768324.0,6716400.0
30607,EHE,estia health,2013,,,,,,,,,,,
30608,EHH,eagle health,2013,,,,,,,,,,,
30609,EHL,emeco,2013,-178900000.0,0.28,1.03,406118000.0,167909197.96,820210000.0,443042000.0,0.039,9308000.0,1126022000.0,514846000.0
30610,EIG,european investors global property trust,2013,,,,,,,,,,,
30611,EIGA,einvest income generator fund (managed fund),2013,,,,,,,,,,,
30612,EIM,el,2013,,0.03,-0.52,,1058567.91,1696.0,,-83.6053,630000.0,756773.0,754607.0
30613,EINC,betashares legg mason equity income fund (managed fund),2013,,,,,,,,,,,
30614,EIQ,echo iq,2013,-633382.0,0.01,-1.18,,263000.0,0.0,32356.0,-0.2186,,1912436.0,131332.0
30615,EKA,eureka energy,2013,,,,,,,,,,,
30616,EL8,elevate uranium,2013,-22489.0,,-0.36,2060477.0,2244292.11,60954.0,213465.0,1.6632,11504.0,593072.0,2231219.0
30617,ELC,electrotech investments,2013,,,,,,,,,,,
30618,ELD,elders,2013,-28616000.0,0.11,-112.36,26569000.0,50051466.19,35096000.0,1685515000.0,3.4810000000000003,268116000.0,680917000.0,634717000.0
30619,ELE,elmore,2013,-1380594.0,0.02,-0.64,2564913.0,6005672.6,1138868.0,512716.0,-0.2077,,15035829.0,4145887.0
30620,ELI,emerging leaders investment,2013,,0.79,3.58,,39515638.05,,,0.0341,,45124000.0,1507000.0
30621,ELK,elk petroleum,2013,-3107581.0,0.17,-3.51,4192992.0,28547733.82,14187094.0,376722.0,-0.7149,1108660.0,16465007.0,8637732.0
30622,ELL,ellendale resources nl,2013,,,,,,,,,,,
30623,ELO,elmo software,2013,,,,,,,,,,,
30624,ELR,elsmore resources,2013,,,,,,1432000.0,,0.0,214000.0,5988000.0,581000.0
30625,ELS,elsight,2013,,,,,,,,,,,
30626,ELS1,equity long/short strategies fund (the),2013,,,,,,,,,,,
30627,ELT,elementos,2013,-2618150.0,0.01,-7.15,,2446071.71,50861.0,11357.0,-4.3673,,2456170.0,312340.0
30628,EM1,emerge gaming,2013,-3084127.0,0.01,-0.67,,9629900.57,3512334.0,,-0.8593999999999999,,8604501.0,1463116.0
30629,EM2,eagle mountain mining,2013,,,,,,,,,,,
30630,EMB,embelton,2013,-164812.0,6.51,48.58,,14047649.07,3497653.0,32694878.0,0.09210000000000002,,16298246.0,4920887.0
30631,EMD,emyria,2013,,,,,,,,,,,
30632,EME,energy metals,2013,-7066574.0,0.24,0.03,,36904262.88,473167.0,1149842.0,0.0009,,56682471.0,9902804.0
30633,EMH,european metals,2013,-395863.0,0.15,-2.65,,3810000.9,136554.0,52000.0,-0.3063,90309.0,1834903.0,118946.0
30634,EMH1,emu hill gold mines n.l.,2013,-395863.0,0.15,-2.65,,3810000.9,136554.0,52000.0,-0.3063,90309.0,1834903.0,118946.0
30635,EMKT,vaneck msci multifactor emerging markets equity etf,2013,,,,,,,,,,,
30636,EML,eml payments,2013,-161989.0,0.31,-5.5,268714.0,31563594.57,609014.0,4329330.0,-0.3925,,14963051.0,1309559.0
30637,EML1,email,2013,,,,,,,,,,,
30638,EMM,electrometals technologies,2013,-208520.0,0.01,-0.12,,3063703.0,615631.0,4540483.0,-0.4545,,2725150.0,1639518.0
30639,EMMG,betashares legg mason emerging markets fund (managed fund),2013,,,,,,,,,,,
30640,EMN,euro manganese inc,2013,,,,,,,,,,,
30641,EMO,entermo,2013,,,,,,,,,,,
30642,EMP,emperor energy,2013,-2985884.0,0.01,-1.09,,8836685.61,55205.0,,-0.674,,9374433.0,395802.0
30643,EMP1,emperor mines,2013,,,,,,,,,,,
30644,EMR,emerald resources nl,2013,-1684200.0,0.01,-0.82,,5661907.82,712186.0,107878.0,-0.0768,,14030401.0,64024.0
30645,EMS,eastern metals,2013,,,,,,,,,,,
30646,EMT,emetals,2013,-1284336.0,0.04,-4.04,,3220000.0,25990.0,11827.0,-0.4181,,2908941.0,250555.0
30647,EMU,emu nl,2013,-8057.0,0.1,-0.33,,3464385.6,6787.0,142345.0,-0.0305,,4396582.0,46570.0
30648,EMV,emvision medical devices,2013,,,,,,,,,,,
30649,ENA,ensurance,2013,-67022.0,0.23,-1.57,,4151500.69,,,-0.1092,,2611103.0,21828.0
30650,ENB,eneabba gas,2013,-267223.0,0.01,0.0,,1604180.38,1716256.0,10963.0,0.0,,5631223.0,39206.0
30651,ENC,enice  company,2013,,,,,,,,,,,
30652,ENE1,energy developments,2013,-94287000.0,4.57,33.11,461842000.0,745707094.83,697996000.0,400876000.0,0.17350000000000002,6185000.0,935490000.0,618379000.0
30653,ENG,engin,2013,,,,,,,,,,,
30654,ENK,enk plc,2013,,,,,,,,,,,
30655,ENN,elanor investor,2013,,,,,,,,,,,
30656,ENR,encounter resources,2013,-5201506.0,0.16,-1.34,,21206936.0,279940.0,119554.0,-0.0699,,23205073.0,783621.0
30657,ENT,enterprise metals,2013,-5039272.0,0.04,-2.51,,8528831.04,221560.0,2803341.0,-0.2545,,21398243.0,373382.0
30658,ENV,enova mining,2013,-226300000.0,0.99,6.62,2019500000.0,1787824431.63,2497000000.0,507500000.0,0.1281,3000000.0,3236900000.0,2395100000.0
30659,ENV1,envestra,2013,-226300000.0,0.99,6.62,2019500000.0,1787824431.63,2497000000.0,507500000.0,0.1281,3000000.0,3236900000.0,2395100000.0
30660,ENX,enegex,2013,,,,,,,,,,,
30661,EOC,endocoal,2013,,,,,,,,,,,
30662,EOF,ecofibre,2013,,,,,,,,,,,
30663,EOL,energy one,2013,-681998.0,0.07,-1.18,,1156559.89,146960.0,2368342.0,-0.061399999999999996,,4664252.0,1230477.0
30664,EON,espreon,2013,,,,,,,,,,,
30665,EOR,eor,2013,0.0,0.02,-0.38,,9847867.78,1.0,44884.0,-3.6716,17702.0,894201.0,414079.0
30666,EOS,electro optic systems,2013,-143264.0,0.42,2.75,,23875288.92,461305.0,30359608.0,0.3603,,13232785.0,8895893.0
30667,EP1,e&p financial,2013,,,,,,,,,,,
30668,EPA,ephraim resources,2013,0.0,0.01,-0.02,,3522653.53,,,-2.5504,,87613.0,41750.0
30669,EPD,empired,2013,-8347161.0,0.62,2.36,4010807.0,42109190.38,7999000.0,46498715.0,0.10210000000000001,1874360.0,31255704.0,16076753.0
30670,EPF,esplanade property fund,2013,,,,,,,,,,,
30671,EPI,equity & property investment,2013,,,,,,,,,,,
30672,EPL,eyecare partners,2013,,,,,,,,,,,
30673,EPM,eclipse metals,2013,-61935.0,,-7.85,,2102371.3,0.0,181541.0,-3.3704,,5154667.0,476129.0
30674,EPN,epsilon healthcare,2013,,,,,,,,,,,
30675,EPW,erm power,2013,-34000000.0,2.5,20.8,216563000.0,501725635.0,463701000.0,1563728000.0,0.2475,122288000.0,967740000.0,695897000.0
30676,EPX,ep&t global,2013,-442000.0,1.75,11.52,,121625492.62,36285000.0,26551000.0,0.1024,,91046000.0,13070000.0
30677,EPX1,ethane pipeline income fund,2013,-442000.0,1.75,11.52,,121625492.62,36285000.0,26551000.0,0.1024,,91046000.0,13070000.0
30678,EPY,earlypay,2013,-141000.0,0.1,1.23,24000.0,6245557.1,216000.0,100701000.0,0.1826,5920000.0,17288000.0,13093000.0
30679,EPY1,e-pay asia,2013,-663219.0,0.65,1.44,6449516.0,37004708.0,1212135.0,11386982.0,0.1199,6981894.0,35032697.0,28126296.0
30680,EQE,equus mining,2013,-1720871.0,0.03,-1.57,,6929865.22,247058.0,2594539.0,0.0676,,12386030.0,627827.0
30681,EQI,equigold nl,2013,,,,,,,,,,,
30682,EQM,equatorial mining,2013,,,,,,,,,,,
30683,EQN,equinox resources,2013,,,,,,,,,,,
