ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ABV,Advanced Braking Technology Ltd,Annual Cash Flow - Payment for Purchase of PPE, ,--,"-184,544.00","-95,000.00","-158,000.00","-16,000.00","-101,000.00","-124,000.00","-69,000.00","-294,000.00","-243,000.00","-430,000.00","-1,899,000.00","-1,386,000.00","-165,000.00","-140,000.00","-163,000.00","-363,000.00","-224,000.00","-133,000.00","-26,000.00","-274,000.00","-54,000.00"
ABW,Aurora Absolute Return Fund,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--, , 
ABX,ABx Group Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , ,--,--,"-96,899.00","-62,132.00","-3,722.00","-1,796.00",0.00,0.00,0.00,0.00,"-2,000.00","-496,000.00","-52,000.00","-91,000.00", 
ABX2,Abelle Limited,Annual Cash Flow - Payment for Purchase of PPE, ,"-764,000.00","-1,233,000.00","-10,378,000.00", , , , , , , , , , , , , , , , , , , 
ABY,Adore Beauty Group Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , , , , , , , , , , , , , ,--,"-1,997,000.00","-1,887,000.00"
ABY1,Aditya Birla Minerals Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , ,--,"-134,969,000.00","-98,936,000.00","-71,672,000.00","-53,470,000.00","-10,305,000.00","-15,636,000.00","-36,345,000.00","-54,812,000.00","-33,774,000.00","-16,164,000.00","-10,165,000.00", , , , , , 
AC8,AusCann Group Holdings Ltd,Annual Cash Flow - Payment for Purchase of PPE,0.00,0.00,"-13,764,000.00","-3,492,000.00","-3,779,000.00","-1,568,000.00","-206,000.00","-139,000.00","-947,000.00","-126,000.00","-16,000.00",0.00,--,"-3,449.00",--,--,--,0.00,"-140,339.00","-7,139,671.00","-5,339,359.00","-32,317.00","-84,671.00"
ACB,A-Cap Energy Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , ,"-1,165,507.00","-2,826,121.00","-4,461,697.00","-3,750,549.00","-6,380,098.00","-7,214,674.00","-5,820,290.00","-3,580,448.00","-2,248,294.00","-5,344,126.00","-1,856,454.00","-2,022,598.00","-1,482,674.00","-4,082,653.00","-947,493.00","-1,275,500.00", 
ACDC,ETFS Battery Tech & Lithium ETF,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , , , , , , , , , , , , ,--,--,--, 
ACE,Acusensus Limited,Annual Cash Flow - Payment for Purchase of PPE,"-132,048.00","-485,369.00","-109,090.00","-278,871.00","-44,969.00","-741,808.00","-1,165,240.00","-915,110.00","-1,102,354.00","-1,109,735.00","-1,055,199.00","523,441.00",-551.00,--,--,--, , , , , , , 
ACF,Acrow Formwork and Construction Services Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , ,"-217,624.00","-1,032,911.00","-653,610.00","-29,891,051.00","-70,986,164.00","-684,636.00","1,221,868.00",0.00,0.00,--,"-1,086,382.00","-9,784,502.00","-13,101,140.00","-17,409,883.00","-22,378,490.00"
ACL,Australian Clinical Labs Limited,Annual Cash Flow - Payment for Purchase of PPE, , , ,"-101,675.00","-402,000.00","-74,000.00","-1,414,000.00","9,544,000.00","-526,000.00","-2,640,000.00","-4,990,000.00","-550,000.00","-71,000.00","-94,000.00","-249,000.00","-2,000.00",0.00,--,--,0.00,--,"-9,506,000.00","-21,252,000.00"
ACN,Acer Energy Limited,Annual Cash Flow - Payment for Purchase of PPE, , , ,"-12,901.00","-4,679,203.00","-6,874,489.00","-5,603,206.00","-11,707,319.00","-25,759,836.00","-19,020,506.00","-11,557,304.00","-2,033,000.00","-10,948,000.00", , , , , , , , , , 
ACO,Australian Careers Network Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , , , , , , , ,--,"-2,536,000.00", , , , , , , 
ACP,Audalia Resources Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , , , ,--, ,"-236,179.00","-872,971.00","-1,267,862.00","-1,681,411.00","-2,050,208.00","-306,998.00","-1,160,051.00","-827,161.00","-1,252,314.00","-759,900.00", 
ACQ,Acorn Capital Investment Fund Limited ,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , , , , , , , ,--,--,--,--,--,--,--,--,--
ACR,Acrux Limited,Annual Cash Flow - Payment for Purchase of PPE, , ,"-349,605.00","-1,335,763.00","-477,746.00","-494,179.00","-560,000.00","-287,000.00","-4,470,000.00","-13,925,000.00","-6,573,000.00","-3,307,000.00","-83,000.00","-30,000.00","-39,000.00","-66,000.00","-236,000.00","-629,000.00","-296,000.00","-380,000.00","-258,000.00","-102,000.00","-465,000.00"
ACS,Accent Resources N.L.,Annual Cash Flow - Payment for Purchase of PPE, , , , , ,--,"-1,263,571.00","-11,684.00","-91,334.00","-99,315.00","-45,180.00",-436.00,"-1,008,370.00","-1,671,493.00","-722,917.00","-530,074.00","-409,696.00","-597,560.00","-617,778.00","-548,551.00","-522,654.00","-919,759.00", 
ACU,Acumentis Group Limited,Annual Cash Flow - Payment for Purchase of PPE,"-67,998.00","-47,946.00","-1,856,039.00","-1,177,261.00","-104,027.00","-675,283.00","-528,671.00","-830,142.00","-154,452.00","-104,524.00",--,--,"-71,000.00",--,--,"-213,000.00","-437,000.00","-676,000.00","-794,000.00","-939,000.00","-1,194,000.00","-853,000.00","-1,064,000.00"
ACW,Actinogen Medical Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , ,"-9,073.00","-122,617.00","-58,917.00","-16,325.00","-2,327.00",0.00,"-4,684.00","-8,120.00","-12,460.00","-1,025.00",-274.00,0.00,"-22,760.00","-6,188.00","-2,937.00"
ACX,Aconex Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , , , , , , , ,--,"-1,787,000.00","-4,499,000.00","-7,255,000.00", , , , , 
ACY,Australian Commercial Property Trust ,Annual Cash Flow - Payment for Purchase of PPE,0.00,--, , , , , , , , , , , , , , , , , , , , , 
AD1,AD1 Holdings Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , , , , , , , , ,--,"-3,047.00","-31,691.00","-14,651.00","-27,020.00","-14,738.00","-1,042,753.00","-2,932,921.00"
AD8,Audinate Group limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , , , , , , , , , ,--,"-2,446,421.00","-3,655,765.00","-6,451,000.00","-8,306,000.00","-8,030,000.00","-12,057,000.00"
ADA,Adacel Technologies Limited,Annual Cash Flow - Payment for Purchase of PPE,"-4,824,000.00","-2,216,000.00","-2,107,000.00","-2,387,000.00","-310,000.00","-183,000.00","-530,000.00","-946,000.00","-707,000.00","-969,000.00","-580,000.00","-377,000.00","-453,000.00","-1,666,000.00","-814,000.00","-248,000.00","-453,000.00","-179,000.00","-527,000.00","-452,000.00","-859,000.00","-1,451,000.00","-5,754,100.00"
ADB,Adelaide Bank Limited,Annual Cash Flow - Payment for Purchase of PPE,"-4,133,000.00","-3,791,000.00","-3,644,000.00","-8,466,000.00","-10,704,000.00","-5,870,000.00","-11,348,000.00","-4,642,000.00", , , , , , , , , , , , , , , 
ADD,Adavale Resources Limited,Annual Cash Flow - Payment for Purchase of PPE,"-214,501.00","-246,876.00","-162,198.00","-76,509.00","-73,095.00","-22,503.00",--,"-154,448.00","-1,020,900.00","-577,839.00","-1,532,994.00","-828,630.00","-401,014.00","-44,261.00","-15,054.00","-36,381.00","-24,591.00","-19,185.00",--,--,--,"-15,560.00", 
ADE,Adelaide Energy Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , ,"-743,101.00","-6,501,414.00","-4,547,933.00","-14,536,426.00","-13,376,778.00", , , , , , , , , , , 
ADEF,Apostle Dundas Global Equity Fund,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , , , , , , , , , , , , , , ,--,--
ADG,Adtrans Group Limited,Annual Cash Flow - Payment for Purchase of PPE,"-2,725,410.00","-3,054,000.00","-946,000.00","-2,882,000.00","-7,172,000.00","-1,732,000.00","-5,382,000.00","-5,527,000.00","-1,659,000.00","-1,886,000.00","-714,000.00", , , , , , , , , , , , 
ADH,Adairs Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , , , , , , , ,--,"-6,878,000.00","-10,324,000.00","-11,330,000.00","-7,095,000.00","-6,959,000.00","-7,531,000.00","-11,348,000.00","-9,007,000.00"
ADI2,Adelphi Energy Limited,Annual Cash Flow - Payment for Purchase of PPE,"-141,000.00","-1,994,000.00","-20,245.00",0.00,0.00,"-181,641.00","-4,354,676.00","-6,562,535.00","-3,548,520.00","-10,601,153.00", , , , , , , , , , , , , 
ADN,Andromeda Metals Limited,Annual Cash Flow - Payment for Purchase of PPE,"-7,515.00","-347,908.00","-616,933.00","-998,046.00","-1,392,723.00","-1,502,045.00","-1,310,175.00","-1,988,907.00","-1,579,624.00","-1,933,350.00","-3,510,019.00","-4,355,571.00","-5,294,375.00","-2,215,881.00","-2,093,661.00","-1,488,854.00","-1,368,598.00","-752,882.00","-875,647.00","-1,348,511.00","-3,225,766.00","-5,122,775.00", 
ADO,AnteoTech Limited,Annual Cash Flow - Payment for Purchase of PPE,"-177,332.00","-865,653.00","-1,114,313.00","-1,140,745.00","-182,279.00","-83,370.00","-197,094.00","-209,936.00","-2,541.00","-196,112.00","-12,628.00","-128,667.00","-109,242.00","-94,848.00","-206,177.00","-349,879.00","-805,436.00","-923,372.00","-218,888.00","-78,234.00","-270,453.00","-213,071.00","-3,117,960.00"
ADP,AMP Diversified Property Trust,Annual Cash Flow - Payment for Purchase of PPE,"-104,847,000.00","-42,309,000.00",0.00,0.00, , , , , , , , , , , , , , , , , , , 
ADQ,ADG Global Supply Limited,Annual Cash Flow - Payment for Purchase of PPE,"-1,795,619.00","-2,713,835.00","-1,773,097.00","-1,914,684.00","-1,426,719.00","-169,191.00","-165,653.00","-299,024.00","-218,122.00","-257,025.00","-279,166.00","-292,870.00","-266,000.00","-1,283,000.00","-39,000.00","-58,000.00", , , , , , , 
ADR,Adherium Limited,Annual Cash Flow - Payment for Purchase of PPE, , , , , , , , , , , , , , , ,--,"-440,000.00","-564,000.00","-494,000.00","-325,000.00","-138,000.00","-29,000.00","-279,000.00"
