ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
3DP,Pointerra Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , ,--,-1.37,-32.60,6.04,-0.21,-0.10,-0.10,-0.09,-0.13,-3.16,-0.40,-0.41,-0.37,-0.45,-0.23,-0.46
3MF,3D Metalforge Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , , , ,--,-3.09, 
3PL,3P Learning Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , ,--,3.34,3.04,2.66,-5.11,-13.42,4.24,1.11,-6.15,-0.19
4DS,4DS Memory Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , ,--,-6.43,-3.27,-1.25,-3.07,-6.71,-2.83,-0.33,-0.62,-0.57,-0.48,-0.51,-0.48
4DX,4DMedical Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , , ,--, ,-8.19,-11.77
4WD,Automotive Solutions Group Ltd,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , ,--,-68.74, , , , , 
5GG,Pentanet Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , , , ,--,-6.90,-2.68
5GN,5G Networks Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , ,--,-0.98,-7.77,-2.29,-4.37, 
88E,88 Energy Limited,Annual Per Share Statistics - EPS Bef. Abs,-8.36,-2.99,-154.49,-16.70,-5.10,5.39,-0.25,-0.54,-6.71,-2.43,-2.68,-3.01,-4.50,-4.99,-10.79,-0.21,-0.25,-0.19,-0.10,-0.58,-0.27,-0.02, 
8CO,8Common Ltd,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , ,--,-0.02,-2.46,-2.28,-1.16,-0.95,-0.48,-0.69, 
8IH,8I Holdings Ltd,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , ,--,1.69,5.03,2.94,-1.18,-2.93,-1.16,2.15,-1.15
8VI,8VI Holdings Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , ,--,0.20,0.15,1.98,-12.04,3.01,14.00,4.65
92E,92 Energy Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , , , ,--,-13.12, 
99L,99 Loyalty Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , ,--,0.06,0.13,0.20,-0.08,-0.29,-0.16,0.23,0.54,-1.38, 
9SP,9 Spokes International Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , ,--,-3.22,-3.49,-1.72,-0.52,-0.34,-0.39
A1C,AIC Resources Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , ,--,-4.25, , , , 
A1G,African Gold Limited ,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , ,--,-1.90,-1.20,-2.69, 
A1M,AIC Mines Limited,Annual Per Share Statistics - EPS Bef. Abs,-1.93,-1.48,-0.65,-9.13,-0.94,-0.18,1.56,-17.98,-11.22,-2.32,-1.13,-5.66,-12.91,-3.87,24.14,-4.13,-24.90,-176.72,-18.02,-17.16,-11.53,2.25, 
A200,BetaShares Australia 200 ETF,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , ,261.88,"1,378.59",-617.58,"2,207.43", 
A2B,A2B Australia Limited,Annual Per Share Statistics - EPS Bef. Abs,12.97,11.51,14.81,18.09,20.33,24.21,33.88,44.89,50.28,50.97,47.83,38.30,49.80,50.31,46.60,38.65,21.27,-75.19,-1.84,9.82,-19.78,-15.17,-23.32
A2M,The a2 Milk Company Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , ,-0.29,4.22,12.06,24.77,37.51,48.95,10.11,14.87
A3D,Aurora Labs Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , ,--, ,-6.29,-9.13,-10.02,-7.85,-3.05,-1.83
A40,Alita Resources Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , ,--, , , , 
A4N,Alpha HPA Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , ,-1.85,-1.34,-1.40,-1.64,-5.56,-0.51,-0.97,-0.23,-0.26,-0.74,-0.37,-1.80,-1.50,-2.34,-0.93
A8G,Australasian Metals Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , , , ,--,-5.95, 
AAA,BetaShares Australian High Interest Cash ETF,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , ,35.51, , ,149.07,113.66,87.06,96.99,88.28,51.43,25.14, 
AAB,Absolute Return Fund (The),Annual Per Share Statistics - EPS Bef. Abs, , , ,--,11.64, , , , , , , , , , , , , , , , , , 
AAC,Australian Agricultural Company Limited,Annual Per Share Statistics - EPS Bef. Abs,0.00,0.00,11.93,9.48,3.13,7.19,4.06,1.45,-14.97,-20.33,0.34,3.58,-2.69,-14.85,-9.32,2.26,12.72,13.17,-17.41,-24.87,5.25,7.62,22.94
AAG,Aragon Resources Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , ,-1.24,-3.81,-1.77, , , , , , , , , , , , 
AAH,Arana Therapeutics Limited,Annual Per Share Statistics - EPS Bef. Abs,-0.23,21.17,-5.92,-10.04,17.88,15.94,3.15,78.17,-1.74, , , , , , , , , , , , , , 
AAI,Alcoa Inc.,Annual Per Share Statistics - EPS Bef. Abs,328.99,207.26,81.06,146.25,193.94,262.33,326.69,337.52,-13.53,-137.49,24.36,56.34,25.45,-239.16,34.00,-36.31, , , , , , , 
AAJ,Aruma Resources Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , ,--,-2.31,-2.06,-2.02,-0.93,-1.22,-0.20,-0.19,-0.43,-0.29,-0.04,-1.67, 
AAK,Australia China Holdings Limited,Annual Per Share Statistics - EPS Bef. Abs,2.03,5.28,3.07,1.26,1.32,0.80,0.47,0.64,0.11,0.34,0.03,0.03,0.02,0.01,0.01,0.00,0.16, , , , , , 
AAN,Alinta Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , ,59.01, , , , , , , , , , , , , , , , 
AAP,Australian Agricultural Projects Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , ,-3.70,-3.50,-3.71,-5.16,-2.97,0.04,0.37,0.06,-3.45,1.20,-0.30,0.37,0.25,0.29,-0.56,-0.22,-0.88,0.20, 
AAP1,AAPT Limited ,Annual Per Share Statistics - EPS Bef. Abs,12.71, , , , , , , , , , , , , , , , , , , , , , 
AAR,Astral Resources NL,Annual Per Share Statistics - EPS Bef. Abs,-0.59,-0.24,-0.39,-0.27,-0.13,-0.48,-0.14,1.12,0.01,-0.16,-0.15,-0.13,-1.15,-0.17,-0.67,-4.11,-0.23,-0.22,-0.32,-0.20,-0.67,-0.66, 
AAS,Asian Pacific Limited,Annual Per Share Statistics - EPS Bef. Abs,1.21,1.81,-3.84,0.99,4.73,3.94,1.94,0.10, , , , , , , , , , , , , , , 
AASF,Airlie Australian Share Fund (Managed Fund),Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , , , , ,92.94,-53.59
AAT,AAT Corporation Limited,Annual Per Share Statistics - EPS Bef. Abs,8.52,2.91,-3.28,2.72,2.18,-0.36,-0.67,-14.16,0.93,-1.63, , ,14.02,-0.21,2.82,-0.13, , , , , , , 
AAU,Antilles Gold Limited,Annual Per Share Statistics - EPS Bef. Abs,-40.85,-28.62,-9.27,-2.20,-1.01,-0.92,-0.36,-12.03,-2.36,0.45,-11.76,2.29,2.57,-11.36,-4.30,0.22,-0.48,-0.82,-1.16,-0.42,2.48,-2.20, 
AAU1,Adcorp Australia Limited,Annual Per Share Statistics - EPS Bef. Abs,12.90,8.18,7.52,7.58,8.12,6.97,5.93,-12.03,6.47,0.45,-11.76,2.29,2.57,-11.36,-4.30,0.22,-0.48,-0.82,-1.16,-0.42, , , 
AAX,Ausenco Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , ,--,17.71,50.48,62.69,18.99,-8.80,21.50,33.96,-24.87,-14.96,-49.04, , , , , , , 
AB1,Abarta Resources Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , ,-4.84,-2.72,-3.48,-1.54,-1.60,-1.78,-1.74,-1.01,-2.33,-4.03,-2.18,-0.60,-2.99, , , 
AB11,Animoca Brands Corporation Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , ,-4.84,-2.72,-3.48,-1.54,-1.60,-1.78,-1.74,-10.21,-2.33,-4.03,-2.18,-0.60,-2.99, , , 
ABA,Auswide Bank Ltd,Annual Per Share Statistics - EPS Bef. Abs,25.96,41.25,36.89,32.90,36.24,47.84,57.47,64.79,68.02,56.41,70.54,66.36,53.23,6.78,38.75,36.07,31.20,37.34,42.82,40.80,43.80,56.66,60.48
ABB,Aussie Broadband Limited,Annual Per Share Statistics - EPS Bef. Abs, ,25.63,37.28,32.32,34.60,11.82,48.41,7.79,31.22, , , , , , , , , , , ,--,-3.13,2.38
ABB1,ABB Grain Limited,Annual Per Share Statistics - EPS Bef. Abs, ,25.63,37.28,32.32,34.60,11.82,48.41,7.79,31.22, , , , , , , , , , , , , , 
ABC,ADBRI Limited,Annual Per Share Statistics - EPS Bef. Abs,7.58,6.66,9.81,10.73,15.08,15.85,19.28,21.01,22.15,20.39,23.86,23.48,24.58,23.87,27.02,32.13,28.78,28.15,28.65,7.38,14.45,17.98, 
ABE,Australian Bond Exchange Holdings Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , , , , ,--,-3.51
ABF,Ausmani Limited,Annual Per Share Statistics - EPS Bef. Abs,0.03,-59.67,-1.54,2.38,-2.86,-3.61,-3.06,-5.41,-2.65,1.96,-21.95,-7.58,0.09,3.19,0.00,0.00, , , , , , , 
ABG,Abigroup Limited,Annual Per Share Statistics - EPS Bef. Abs,30.07,38.09,14.69,13.23, , , , , , , , , , , , , , , , , , , 
ABL,Abilene Oil and Gas Limited,Annual Per Share Statistics - EPS Bef. Abs,-0.22,-0.30,-0.24,-0.11,-0.14,-0.15,-0.19,-1.36,-3.33,-5.97,-5.81,-1.63,-0.65,-2.11,-0.29,-4.89,-0.26,-0.81,-0.33,-0.27, , , 
ABP,Abacus Property Group,Annual Per Share Statistics - EPS Bef. Abs, , ,0.00,6.78,12.84,12.18,23.98,21.48,11.42,-11.81,1.53,4.66,2.11,13.68,22.27,25.46,33.51,49.91,42.18,34.95,13.18,49.84,61.11
ABR,American Pacific Borates Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , ,--, ,-1.70,-1.58,-2.34,-4.56, 
ABS,A.B.C. Learning Centres Limited,Annual Per Share Statistics - EPS Bef. Abs,8.85,23.63,54.30,14.03,19.09,25.49,27.00,36.05, , , , , , , , , , , , , , , 
ABT,Abundant Produce Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , ,--,-8.94,-2.69,-3.88,-5.20, , , 
ABV,Advanced Braking Technology Ltd,Annual Per Share Statistics - EPS Bef. Abs, ,0.00,-1.91,-8.06,-10.86,-2.99,-0.79,-0.45,-0.22,-0.37,-0.16,0.06,-0.01,-0.08,-0.67,-0.19,-0.11,-0.03,-0.07,-0.61,0.05,0.16,0.17
ABW,Aurora Absolute Return Fund,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , ,0.00,0.00,-57.97,14.03,14.78,4.95,3.68,1.42,-1.55,-7.04,-13.24,-31.56,-15.91,-2.93, , 
ABX,ABx Group Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , ,--,-0.53,-0.96,-0.81,-1.06,-1.51,-1.96,-0.74,-0.12,0.13,-1.63,-1.70,-0.37,-3.24, 
ABX2,Abelle Limited,Annual Per Share Statistics - EPS Bef. Abs, ,1.33,16.71,-3.35, , , , , , , , , , , , , , , , , , , 
ABY,Adore Beauty Group Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , , , ,--,0.92,2.53
ABY1,Aditya Birla Minerals Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , ,--,-6.74,0.63,33.50,-24.26,19.61,18.32,8.48,-2.65,-0.07,-70.11,-60.76, , , , , , 
AC8,AusCann Group Holdings Ltd,Annual Per Share Statistics - EPS Bef. Abs,-0.28,-3.07,5.63,6.47,5.72,3.71,-12.98,-5.21,-0.71,-15.93,-3.36,88.48,4.37,-0.11,-0.17,-0.07,-0.13,-0.90,-2.81,-2.48,-2.23,-2.45, 
ACB,A-Cap Energy Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , ,-0.57,-2.46,-1.22,-2.93,-1.05,-2.30,-2.00,-0.93,-0.79,-0.76,-0.23,-0.33,-0.17,-1.00,-3.33,-0.07, 
ACDC,ETFS Battery Tech & Lithium ETF,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , , ,-75.38,450.00,"1,461.29", 
ACE,Acusensus Limited,Annual Per Share Statistics - EPS Bef. Abs,--,-4.04,-5.12,-3.20,-1.19,-3.16,-1.54,-2.78,-1.50,-1.92,-2.35,-4.40,-0.03,-0.11,-0.04,-3.04, , , , , , , 
ACF,Acrow Formwork and Construction Services Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , ,-0.68,-1.77,-1.86,-5.08,-2.62,-26.09,3.88,-0.08,2.55,-0.20,19.28,2.88,1.55,1.82,6.32
ACL,Australian Clinical Labs Limited,Annual Per Share Statistics - EPS Bef. Abs, , , ,--,-7.66,-8.57,-10.72,-9.28,-6.85,-5.22,-4.98,-7.02,-6.23,-1.63,-2.13,-4.87,6.60,-0.17,-0.11,-0.16,--,39.69,88.55
ACN,Acer Energy Limited,Annual Per Share Statistics - EPS Bef. Abs, , , ,--,-6.03,-4.47,-3.89,-1.95,-3.37,-14.38,-2.40,-5.11,-0.86, , , , , , , , , , 
ACO,Australian Careers Network Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , ,--,23.61, , , , , , , 
ACP,Audalia Resources Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , ,--, ,-0.49,-0.36,-0.23,-0.44,-0.35,-0.68,0.05,-0.13,-0.11,-0.09, 
ACQ,Acorn Capital Investment Fund Limited ,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , ,0.91,-5.82,12.43,5.11,23.60,-1.07,3.83,42.38,-21.61
ACR,Acrux Limited,Annual Per Share Statistics - EPS Bef. Abs, , ,--,--,--,-4.84,-7.42,-5.68,-3.20,-4.84,29.08,34.73,4.44,4.16,16.80,6.68,7.80,-0.15,-8.52,-5.00,-5.65,-5.75,-3.46
ACS,Accent Resources N.L.,Annual Per Share Statistics - EPS Bef. Abs, , , , , ,--,-1.09,-1.57,-0.90,-1.37,-1.06,-0.55,-0.91,-0.40,-1.47,-7.67,-0.52,-1.72,-1.42,-1.52,-1.12,-0.64, 
ACU,Acumentis Group Limited,Annual Per Share Statistics - EPS Bef. Abs,-4.06,-4.97,-1.31,-4.35,-7.59,-7.28,-6.95,-2.08,-0.42,-2.30,-0.29,-0.05,-0.02,-0.04,-0.04,-7.51,-4.10,-2.09,5.44,-18.36,-1.76,-6.19,0.83
ACW,Actinogen Medical Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , ,-1.15,-2.32,-1.85,-1.66,-2.12,-0.18,-0.29,-1.32,-0.60,-0.52,-0.88,-0.90,-0.48,-0.28,-0.55
ACX,Aconex Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , ,--,10.63,3.29,-5.05, , , , , 
ACY,Australian Commercial Property Trust ,Annual Per Share Statistics - EPS Bef. Abs,8.79,--, , , , , , , , , , , , , , , , , , , , , 
AD1,AD1 Holdings Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , ,--,-3.62,-2.90,-2.65,-1.50,-0.41,-0.39,-0.42
AD8,Audinate Group limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , ,--,-573.55,4.20,1.08,-6.17,-4.56,-5.80
ADA,Adacel Technologies Limited,Annual Per Share Statistics - EPS Bef. Abs,-8.80,-57.89,-23.22,-6.27,-35.71,-12.18,5.64,2.94,2.12,8.17,-3.54,-3.61,5.43,1.01,-2.87,4.95,11.63,11.71,10.64,-3.50,4.71,9.59,6.20
ADB,Adelaide Bank Limited,Annual Per Share Statistics - EPS Bef. Abs,34.31,39.49,47.11,55.48,67.09,77.29,84.16,88.52, , , , , , , , , , , , , , , 
ADD,Adavale Resources Limited,Annual Per Share Statistics - EPS Bef. Abs,-7.54,-7.77,-2.03,-0.15,0.06,-0.22,9.17,-0.13,-0.24,-0.30,-1.13,-0.48,-0.58,-1.38,-0.33,-3.70,-1.76,-2.68,0.17,-0.55,-0.37,-0.86, 
ADE,Adelaide Energy Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , ,-4.63,-0.28,1.39,-1.14,-4.63, , , , , , , , , , , 
ADEF,Apostle Dundas Global Equity Fund,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , , , , ,"16,119.80", 
ADG,Adtrans Group Limited,Annual Per Share Statistics - EPS Bef. Abs,28.20,21.86,31.23,32.10,29.82,35.50,31.71,36.60,49.79,27.89,36.73, , , , , , , , , , , , 
ADH,Adairs Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , ,--,0.49,16.38,12.67,18.42,17.87,21.05,37.70,26.37
ADI2,Adelphi Energy Limited,Annual Per Share Statistics - EPS Bef. Abs,-1.41,-18.46,-2.87,0.04,-0.01,-0.35,-3.77,-4.66,-5.39,-5.87, , , , , , , , , , , , , 
ADN,Andromeda Metals Limited,Annual Per Share Statistics - EPS Bef. Abs,-1.14,-2.23,-1.18,-0.98,-0.67,-0.68,-2.29,-5.14,-1.10,4.86,-0.63,-0.98,-0.68,-3.63,-2.96,-0.44,-1.17,-1.74,-0.12,-0.10,-0.24,-0.33, 
ADO,AnteoTech Limited,Annual Per Share Statistics - EPS Bef. Abs,-0.99,-2.08,-11.53,-3.55,-3.08,-1.69,-9.72,-2.14,-1.76,-1.08,-0.62,-0.33,-0.31,-0.28,-0.31,-0.50,-0.63,-0.96,-0.32,-0.28,-0.20,-0.34,-0.54
ADP,AMP Diversified Property Trust,Annual Per Share Statistics - EPS Bef. Abs,19.13,19.03,19.74,20.39, , , , , , , , , , , , , , , , , , , 
ADQ,ADG Global Supply Limited,Annual Per Share Statistics - EPS Bef. Abs,1.26,-2.48,-5.73,1.06,0.51,0.57,-2.97,-6.95,8.51,-8.68,-1.09,0.47,0.79,-0.42,-6.10,-3.36, , , , , , , 
ADR,Adherium Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , ,--,-6.59,-7.56,-5.38,-6.78,-3.61,-1.67,-0.52
ADS,Adslot Ltd,Annual Per Share Statistics - EPS Bef. Abs,-4.36,-3.46,0.40,-0.40,-0.50,-0.72,-1.42,-0.30,-1.22,-3.10,-1.42,-1.66,-1.08,-0.94,-1.20,-0.89,-0.77,-0.70,-0.91,-0.49,-0.96,-0.33,-0.23
ADT,Adriatic Metals Plc,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , ,--,-4.03,-3.06,-6.61,-8.61, 
ADT1,Advent Limited,Annual Per Share Statistics - EPS Bef. Abs,25.95,-3.53,-20.32,-22.72,82.21,-15.20,23.90,-2.61, , , , , , , , , , , , , , , 
ADU,Adamus Resources Limited,Annual Per Share Statistics - EPS Bef. Abs,-0.16,-0.72,-1.14,-1.97,-2.57,-2.28,-1.14,-4.43,-15.79,-10.25,-28.15,-12.33, , , , , , , , , , , 
ADV,Ardiden Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , ,--,-2.17,-12.86,-3.31,-0.51,-0.36,-0.33,-0.46,-0.03,-0.02,-0.18,-0.10,-0.11,-0.25,-0.07,-0.06,-0.06, 
ADV1,Australian Development Capital Fund,Annual Per Share Statistics - EPS Bef. Abs,-0.11,0.07,-0.97,-0.35, , , , , , , , , , , , , , , , , , , 
ADX,ADX Energy Ltd,Annual Per Share Statistics - EPS Bef. Abs,-6.72,-3.91,-1.08,-0.85,-3.53,-6.84,-2.98,-3.78,-2.51,-1.60,-0.77,-1.57,-3.10,-1.33,0.09,-0.26,-0.26,-0.21,-0.21,-0.08,-0.25,-0.16, 
ADY,Admiralty Resources NL,Annual Per Share Statistics - EPS Bef. Abs,-0.90,-1.55,-0.49,-0.73,-0.24,-0.65,-1.41,-1.36,-3.32,-2.73,-0.09,2.84,-2.45,-2.91,-0.43,-0.48,-0.23,0.13,-0.26,-0.10,-0.13,-0.06, 
ADZ,Adsteam Marine Limited,Annual Per Share Statistics - EPS Bef. Abs,19.51,12.86,15.02,-27.37,8.45,8.21,16.29, , , , , , , , , , , , , , , , 
AE1,Aerison Group Ltd,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , , , , , , ,--,1.96, 
AEB,Affinity Energy and Health Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , ,--,-1.05,-2.64,-2.00,-1.00,-0.88,-0.97,-1.09,-1.16,-1.09, , , 
AEC,Ammtec Limited,Annual Per Share Statistics - EPS Bef. Abs,4.55,7.75,8.56,11.31,10.22,18.36,27.11,23.70,31.01,27.11,20.34, , , , , , , , , , , , 
AED,AED Oil Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , ,-2.08,-4.15,-18.16,168.49,-66.89,-6.92,-129.45,-9.42,-4.52,5.69,-3.52, , , , , , , 
AEE,Aura Energy Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , ,-6.33,-2.36,-3.11,-4.46,-2.15,-2.10,-1.62,-1.65,-2.07,-0.93,-0.41,-0.53,-0.23,-0.26,-0.20,-1.34, 
AEF,Australian Ethical Investment Limited,Annual Per Share Statistics - EPS Bef. Abs, ,16.38,40.73,23.45,53.03,92.62,150.28,194.77,170.28,121.61,103.04,128.77,40.14,104.84,248.51,190.00,281.95,270.02,466.65,6.05,8.62,10.06,8.57
AEG,Absolute Equity Performance Fund Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , , ,--,2.52,3.84,9.67,-8.98,24.51,1.56,-17.25
AEH,Aveo Healthcare Limited,Annual Per Share Statistics - EPS Bef. Abs,7.98,5.11,-25.79,3.17,-13.56,6.27,32.65,53.16,37.51,6.85,21.81,43.39,-51.75,-3.27, , , , , , , , , 
AEH1,Aerosonde Holdings Limited,Annual Per Share Statistics - EPS Bef. Abs,-5.29,-12.59, , , , , , , , , , , , , , , , , , , , , 
AEI,Aeris Environmental Ltd,Annual Per Share Statistics - EPS Bef. Abs,--,-3.40,-3.99,-2.04,-0.67,-5.10,-4.04,-4.63,-3.63,-2.31,-1.93,-2.16,-1.23,-0.99,-0.91,-1.55,-1.35,-2.40,-2.05,-1.98,0.90,-2.41, 
AEJ,Redbank Energy Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , ,-39.87,-63.70,-19.79,-76.08,-69.23,"1,005.87","3,678.43", , , , , , , , , 
AEK,Anatolia Energy Limited,Annual Per Share Statistics - EPS Bef. Abs,-1.63,-5.77,-8.97,-0.50,-0.22,-1.74,-1.03,-0.48,-0.97,-0.31,-0.13,-1.78,-1.20,-0.60,-1.00,-0.67, , , , , , , 
AEN,Aeramentum Resources Limited,Annual Per Share Statistics - EPS Bef. Abs,-5.31,-10.77,-6.18,4.64,7.74,8.88, , , , , , , , , , , , , , , , , 
AEN1,Australian Energy Limited,Annual Per Share Statistics - EPS Bef. Abs,-5.31,-10.77,-6.18,4.64,7.74,8.88, , , , , , , , , , , , , , , , , 
AEO,Austereo Group Limited,Annual Per Share Statistics - EPS Bef. Abs,15.50,2.92,13.02,7.80,10.02,9.89,10.88,12.75,13.96,11.98,13.66, , , , , , , , , , , , 
AER,Aeeris Ltd,Annual Per Share Statistics - EPS Bef. Abs, , , , , , , , , , , , , , ,--,-1.66,-2.69,-3.71,0.09,-0.44,-0.26,0.78,-0.31
AES,Advanced Energy Systems Limited,Annual Per Share Statistics - EPS Bef. Abs,-1.37,1.46,-4.38,0.29,-10.95, , ,-3.16,-0.31,-0.04,-0.10,-0.03,-0.04,-0.02, , , , , , , , , 
AET,Ausmelt Limited,Annual Per Share Statistics - EPS Bef. Abs,49.85,17.40,8.04,-0.42,3.16,-10.75,7.17,7.66,10.86,-32.93, , , , , , , , , , , , , 
AEV,Avenira Limited,Annual Per Share Statistics - EPS Bef. Abs, , , , , , ,--,-4.36,-4.76,-15.58,-2.31,-5.28,-1.25,6.22,-0.95,-17.47,-2.31,-5.09,-0.69,-3.45,-0.84,-0.26, 
AEZ,APN European Retail Property Group,Annual Per Share Statistics - EPS Bef. Abs, , , , , , ,8.40,0.00,-11.10,-56.84,-12.27,-24.24, , , , , , , , , , , 
