ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
AAC,Australian Agricultural Company Limited,Annual Ratio Analysis - Market Cap.($),0.00,0.00,123958040.00,211935560.40,322165388.86,387930639.72,461078937.30,821373385.60,495495860.62,395075366.20,376576854.07,416105309.55,366098949.45,403647559.65,665368005.00,855183677.21,692817100.30,927459285.58,709140602.28,604941927.49,652843827.86,715942218.00,973326138.00
AAG,Aragon Resources Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , ,15907885.07,6752975.50,38480847.25, , , , , , , , , , , , 
AAH,Arana Therapeutics Limited,Annual Ratio Analysis - Market Cap.($),98853371.00,342056934.45,340155777.29,288284533.63,250659961.20,220467484.88,214941079.60,290207755.69,192688550.34, , , , , , , , , , , , , , 
AAI,Alcoa Inc.,Annual Ratio Analysis - Market Cap.($),46411053000.00,54701239113.29,56602903954.00,44293024986.00,34360164274.35,37421546059.00,37312800392.00,40956389100.00,36814598928.00,43739865229.80,14819376492.50,11708532726.00,8484335026.35,11459819433.40,24576605952.20,15852937706.10, , , , , , , 
AAJ,Aruma Resources Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , ,0.00,5974832.50,5551291.69,4137733.34,5972166.68,1045129.17,2777475.05,2894562.54,6692664.12,1972241.71,3431465.12,6675538.40, 
AAK,Australia China Holdings Limited,Annual Ratio Analysis - Market Cap.($),11286032.94,11608489.89,24000000.00,8324866.00,9663459.97,11082471.22,9816738.76,16197618.95,9759917.13,3791999.75,20619149.00,7080449.67,3540239.95,3540239.95,3605239.95,3625239.95,6695281.52, , , , , , 
AAN,Alinta Limited,Annual Ratio Analysis - Market Cap.($), , , , , , ,5803350283.92, , , , , , , , , , , , , , , , 
AAP,Australian Agricultural Projects Limited,Annual Ratio Analysis - Market Cap.($), , , , ,24756250.43,21709000.34,33817000.56,15265250.22,4732851.85,2448026.82,3264035.76,1632017.88,1632017.88,1675942.22,1523583.84,1828300.61,4570751.52,5180185.06,3808959.60,2285375.76,3047167.68,6710915.77, 
AAP1,AAPT Limited ,Annual Ratio Analysis - Market Cap.($),1671280815.48, , , , , , , , , , , , , , , , , , , , , , 
AAR,Astral Resources NL,Annual Ratio Analysis - Market Cap.($),3602752.80,3080179.30,5270711.60,4596683.70,5760000.00,7920000.00,12832768.00,47100392.00,20042720.00,12526700.00,21545924.00,8524020.00,4006608.00,2402454.00,936414.88,1124025.61,2511736.18,11366935.40,29243493.06,21273387.23,65350062.68,50065712.64, 
AAS,Asian Pacific Limited,Annual Ratio Analysis - Market Cap.($),0.00,47430000.00,94371150.68,53176212.00,49982002.14,57758447.27,16720641.00,21269059.25, , , , , , , , , , , , , , , 
AASF,Airlie Australian Share Fund (Managed Fund),Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , , , , , , , ,103425742.40,308769415.70
AAT,AAT Corporation Limited,Annual Ratio Analysis - Market Cap.($),169990481.46,310354809.15,109428000.22,137180460.40,180277211.40,118006752.73,60391691.10,59697919.27,18742370.00,15965722.60, , ,3739108.23,4756283.21,2653320.40,2653320.40, , , , , , , 
AAU,Antilles Gold Limited,Annual Ratio Analysis - Market Cap.($),1113140.00,1232405.00,1232405.00,2007405.00,8455405.00,7327703.89,8510974.40,18057802.64,18605395.94,10142440.35,9101490.30,8191341.27,10315022.34,4004655.73,3883302.53,2184357.67,3276536.51,1638268.25,1456238.45,3185521.99,11708498.94,23712386.96, 
AAU1,Adcorp Australia Limited,Annual Ratio Analysis - Market Cap.($),90226953.40,50413739.40,57164000.00,54036900.00,66821708.80,40954924.31,29731534.98,20023278.66,22146959.73,13955618.46,9101490.30,8191341.27,10315022.34,4004655.73,3883302.53,2184357.67,3276536.51,1638268.25,1456238.45,3185521.99, , , 
AAX,Ausenco Limited,Annual Ratio Analysis - Market Cap.($), , , , , ,0.00,285186000.00,1256537889.14,200709251.40,555690528.48,377076934.08,304449342.21,393973124.93,106123373.37,71591164.58,40976734.92, , , , , , , 
AB1,Abarta Resources Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , ,6150000.00,6365250.00,1944937.50,8760024.96,14235040.56,11051025.16,947230.73,9083613.40,25965709.74,14757408.14,7379679.67,71718566.01,169940699.82, , , 
AB11,Animoca Brands Corporation Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , ,6150000.00,6365250.00,1944937.50,8760024.96,14235040.56,11051025.16,947230.73,1537916.29,25965709.74,14757408.14,7379679.67,71718566.01,169940699.82, , , 
ABA,Auswide Bank Ltd,Annual Ratio Analysis - Market Cap.($),64960506.00,78824120.48,115018869.68,133368977.80,134539838.72,148721220.20,214717484.80,302798015.30,279854211.00,215569434.30,326412229.80,300465820.00,209969489.87,190252650.00,200491230.50,187055302.70,204476075.68,209126209.62,237073512.36,216347089.86,205263615.92,277726790.66,265061549.76
ABB,Aussie Broadband Limited,Annual Ratio Analysis - Market Cap.($), ,0.00,125617536.00,196994729.50,1092293519.04,953857188.80,968093753.50,1156490456.25,1355310774.58, , , , , , , , , , , ,0.00,561503076.70,786532676.15
ABB1,ABB Grain Limited,Annual Ratio Analysis - Market Cap.($), ,0.00,125617536.00,196994729.50,1092293519.04,953857188.80,968093753.50,1156490456.25,1355310774.58, , , , , , , , , , , , , , 
ABC,ADBRI Limited,Annual Ratio Analysis - Market Cap.($),189363596.80,355281744.00,633421628.19,812791510.50,921163711.90,1138522490.70,1528873058.94,1889635013.16,1160225927.70,1743898667.50,2095938273.00,1838842870.90,1988648962.56,2343136044.96,2314315571.19,3082207298.25,3527621757.57,4239776667.40,2778107287.62,2254962019.42,2185092329.45,1840409705.10, 
ABE,Australian Bond Exchange Holdings Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , , , , , , , ,0.00, 
ABF,Ausmani Limited,Annual Ratio Analysis - Market Cap.($),9294547.10,43404723.00,44048223.00,48453045.30,24574111.50,12814303.11,6043731.76,14262981.25,2037568.75,4805733.20,1201433.30,1171661.30,585823.22,35843145.01,71157950.47,141869325.00, , , , , , , 
ABG,Abigroup Limited,Annual Ratio Analysis - Market Cap.($),81986455.68,96763084.32,102959735.04,132036326.88, , , , , , , , , , , , , , , , , , , 
ABL,Abilene Oil and Gas Limited,Annual Ratio Analysis - Market Cap.($),16487146.95,946406.65,974310.84,676604.75,906650.36,351834.47,1623851.40,26788338.85,126815633.84,19027388.82,11258335.12,7199801.74,6630000.00,1950000.00,2330259.17,9152911.88,3578529.17,2783300.46,1988071.76,795228.70, , , 
ABP,Abacus Property Group,Annual Ratio Analysis - Market Cap.($), , ,0.00,329912400.00,316390874.67,466256960.00,810719740.00,1145693340.00,742444600.00,558560140.00,743556320.00,874298040.00,887365320.00,1028400800.00,1284447500.00,1615262240.00,1753217550.00,1864846800.00,2184198510.00,2380275500.00,1751385360.00,2578561650.00,2293542530.00
ABR,American Pacific Borates Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , , ,0.00, ,49247800.58,41688444.80,152280335.00,433045609.80, 
ABS,A.B.C. Learning Centres Limited,Annual Ratio Analysis - Market Cap.($),0.00,41823078.00,196492990.44,302315552.60,430784399.20,1396924631.28,2516137952.00,2855723518.28, , , , , , , , , , , , , , , 
ABT,Abundant Produce Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , ,0.00,43710000.00,22785000.00,13726875.00,3939704.02, , , 
ABV,Advanced Braking Technology Ltd,Annual Ratio Analysis - Market Cap.($), ,0.00,13987589.05,19797755.06,17462207.23,20101753.23,20386598.55,21127114.51,8812799.71,10683183.13,13080725.89,18264995.93,18499483.11,16582573.34,9793234.35,8856447.18,12694703.05,13197825.80,6672362.81,5346896.33,9099570.38,13270206.81, 
ABW,Aurora Absolute Return Fund,Annual Ratio Analysis - Market Cap.($), , , , , , , ,18549246.80,12916653.10,8118053.32,7640574.24,5926048.70,7772689.80,10859899.05,24333052.07,20371234.75,13929060.00,3801075.60,3083189.28,1544847.82,1545485.84, , 
ABX,ABx Group Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , ,0.00,25900000.00,69408712.53,35710279.63,30019124.80,26441593.20,42854857.65,28301546.00,24879776.77,17264960.76,15326535.53,19705545.68,13527388.26,21911899.77, 
ABX2,Abelle Limited,Annual Ratio Analysis - Market Cap.($), ,0.00,40000000.00,217808404.00, , , , , , , , , , , , , , , , , , , 
ABY,Adore Beauty Group Limited,Annual Ratio Analysis - Market Cap.($), , , , , ,0.00,0.00,701954514.24,587573533.12,43872157.14,346276668.86,463791375.48,224061373.97,136317059.69,92444902.55,57973921.94,64241372.95, , , ,0.00,402852847.16,98830721.85
ABY1,Aditya Birla Minerals Limited,Annual Ratio Analysis - Market Cap.($), , , , , ,0.00,0.00,701954514.24,587573533.12,43872157.14,346276668.86,463791375.48,224061373.97,136317059.69,92444902.55,57973921.94,64241372.95, , , , , , 
AC8,AusCann Group Holdings Ltd,Annual Ratio Analysis - Market Cap.($),2521743.05,1880972.27,32432629.60,28715534.50,35893862.95,22112124.48,10489620.15,36203905.65,25597233.48,3383708.44,2537781.33,25376.60,2866070.92,2051294.32,1230776.59,820517.73,7228348.92,115333428.10,348859692.72,106194114.59,42801393.20,43614163.89, 
ACB,A-Cap Energy Limited,Annual Ratio Analysis - Market Cap.($), , , , , , ,24839120.28,198171140.40,71561800.70,53022932.76,50171974.18,38019947.34,24012598.32,12069709.36,16569417.06,12351462.58,28707359.58,44466128.17,40106703.84,27028430.85,6103194.06,54928746.56, 
ACDC,ETFS Battery Tech & Lithium ETF,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , , , , , ,12162800.00,21200000.00,245425600.00, 
ACE,Acusensus Limited,Annual Ratio Analysis - Market Cap.($),5118128.52,22169156.40,9262332.17,7112365.51,7112365.51,11142125.91,9444103.67,26455703.87,25818483.42,5962324.64,7128918.58,3869984.37,3869984.37,3869984.37,3869984.37,96753.49, , , , , , , 
ACF,Acrow Formwork and Construction Services Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , ,47045800.00,20755500.00,83713472.94,231525965.38,122029590.40,5997581.57,5997581.57,5997581.57,2819953.32,1879968.88,47264958.35,52501936.50,68052453.21,82266453.00,128849083.00
ACL,Australian Clinical Labs Limited,Annual Ratio Analysis - Market Cap.($), , , ,0.00,61464391.78,54979000.39,147935363.90,121132301.18,47955453.90,56961200.53,97978248.39,117095992.84,126277685.55,103694022.08,180047662.66,10391155.87,2597788.97,2597788.97,3247236.21,3571959.83,0.00,686235957.00,926418128.85
ACN,Acer Energy Limited,Annual Ratio Analysis - Market Cap.($), , , ,0.00,64852389.12,47471447.87,18350307.58,45723778.06,166894675.20,43620199.20,15954482.29,61928800.16,55150422.36, , , , , , , , , , 
ACO,Australian Careers Network Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,0.00,147816587.88, , , , , , , 
ACP,Audalia Resources Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , ,0.00, ,16833600.21,20040000.25,28770000.12,52686000.23,16846200.07,7679148.68,10658451.44,4737089.53,6721361.91,17303404.77, 
ACQ,Acorn Capital Investment Fund Limited ,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,44213400.87,35574000.70,43826360.00,44857080.32,60618119.20,54098760.00,48260700.00,100120993.60,92946801.24
ACR,Acrux Limited,Annual Ratio Analysis - Market Cap.($), , ,0.00,0.00,0.00,65942374.50,98276066.77,219198029.16,194357243.52,180919245.16,290606750.96,564423850.29,699286186.20,584491205.61,167354319.56,141543454.35,119895631.92,35802167.87,24145648.09,30816876.54,24444609.68,36829701.22,14838962.79
ACS,Accent Resources N.L.,Annual Ratio Analysis - Market Cap.($), , , , , ,0.00,5044188.50,6132203.00,43246400.00,16472400.00,19440031.45,63145085.05,48870062.91,40725052.42,37105047.77,24435031.45,14480018.64,4525005.83,1810002.33,1086001.40,905001.17,23301364.15, 
ACU,Acumentis Group Limited,Annual Ratio Analysis - Market Cap.($),3973734.00,9436223.60,9234201.15,0.00,17424000.00,17106882.03,15335873.06,17844957.65,17074044.22,7173083.06,2793714.68,1742968.92,2292968.92,2292968.92,2457095.32,13794390.50,5090594.96,8310854.68,42241018.92,15324139.98,12454394.40,18285592.59,16655157.28
ACW,Actinogen Medical Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , ,2392199.88,3787649.81,1076489.95,1533397.21,2659881.33,1785294.18,2228955.72,43643416.18,43681936.18,37831807.04,45135194.50,11192313.20,24557089.04,215872611.11,89782190.85
ACX,Aconex Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,0.00,413216934.70,1369135984.38,742811223.00, , , , , 
ACY,Australian Commercial Property Trust ,Annual Ratio Analysis - Market Cap.($),157807058.49,0.00, , , , , , , , , , , , , , , , , , , , , 
AD1,AD1 Holdings Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , ,0.00,55937419.82,24004838.76,10003484.52,5110262.57,5480585.30,22364886.73,8109772.19
AD8,Audinate Group limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , , ,0.00,91055674.89,238870523.36,513725063.97,366878694.60,620112652.47,581866723.62
ADA,Adacel Technologies Limited,Annual Ratio Analysis - Market Cap.($),111037907.50,82081776.96,45151175.50,41466197.52,30287905.58,24507986.72,39387835.80,67567903.48,26406254.07,40726728.90,26739446.50,15103657.52,31025370.91,33855661.08,23874113.70,49542611.25,239389897.56,186256718.30,132377801.40,45368358.49,31339310.22,69875519.84,44765280.00
ADB,Adelaide Bank Limited,Annual Ratio Analysis - Market Cap.($),408550113.30,499612457.25,640895611.50,703314800.00,778549961.50,1195201688.58,1392082155.20,1650744511.56, , , , , , , , , , , , , , , 
ADD,Adavale Resources Limited,Annual Ratio Analysis - Market Cap.($),15197230.89,6754324.84,12284909.39,1918493.25,4334609.81,963246.62,5273232.54,31894895.01,10097668.85,3855473.56,5507819.37,9509700.57,4437860.27,633980.07,633980.07,356585.38,423741.84,387744.02,965316.10,1074879.95,2054332.08,26386887.54, 
ADE,Adelaide Energy Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , ,14283605.62,10353800.62,12612915.00,19302876.70,44950072.77, , , , , , , , , , , 
ADEF,Apostle Dundas Global Equity Fund,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , , , , , , , ,7332580.00, 
ADG,Adtrans Group Limited,Annual Ratio Analysis - Market Cap.($),38807039.25,40545811.80,50325992.20,70456389.08,84639168.70,85469659.68,70962107.51,101683166.75,86305601.35,54519936.10,88149775.00, , , , , , , , , , , , 
ADH,Adairs Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,0.00,441227500.00,409711250.00,142652500.00,369901250.00,235542500.00,388877272.50,718577250.00,327213560.00
ADI2,Adelphi Energy Limited,Annual Ratio Analysis - Market Cap.($),60480000.00,10799978.25,6442888.38,5518228.35,7883183.36,17234992.46,20400603.32,57747470.79,38325103.92,9572639.70, , , , , , , , , , , , , 
ADN,Andromeda Metals Limited,Annual Ratio Analysis - Market Cap.($),2611800.36,2539250.35,4758125.58,8026334.40,12623811.20,20314597.60,26440764.80,41612918.40,13304965.60,7899823.33,15012545.40,14032540.70,7539932.45,19694938.56,9621352.15,7004550.75,7587854.69,2658989.25,6202617.59,20183388.16,78068543.56,323793049.05, 
ADO,AnteoTech Limited,Annual Ratio Analysis - Market Cap.($),18946819.40,42103316.50,13293532.48,6916258.86,4277160.74,1589558.14,10422131.60,5899171.11,7155589.56,1801097.39,28343392.67,53361111.37,56623067.73,46221095.46,158021003.67,66870530.45,42007536.08,18142873.30,17291348.66,19392196.20,29834148.00,497933389.29,129211862.13
ADP,AMP Diversified Property Trust,Annual Ratio Analysis - Market Cap.($),964176491.31,1049468473.62,1196125819.00,1549840075.20, , , , , , , , , , , , , , , , , , , 
ADQ,ADG Global Supply Limited,Annual Ratio Analysis - Market Cap.($),10045656.18,4190411.61,4727874.51,5726561.96,6742967.62,7558694.64,3153006.10,4728970.84,20590528.56,5147632.14,6358662.47,15529458.00,12770815.80,5471168.14,3797474.62,3481018.40, , , , , , , 
ADR,Adherium Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , ,0.00,75609962.50,23199640.92,20912871.84,4843445.18,14445752.02,36137462.89, 
ADS,Adslot Ltd,Annual Ratio Analysis - Market Cap.($),8090399.76,3476029.91,1143663.86,2303101.01,4250935.38,4458863.43,21521251.19,39955805.70,9491338.77,8703962.57,36394813.87,61352901.00,24064856.62,30467010.46,111544522.55,93752554.86,122465554.64,65326839.78,33408725.84,44460527.83,33189767.89,55492527.86,26452180.57
ADT,Adriatic Metals Plc,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , , , ,0.00,67359731.94,149274761.13,236490897.91,651879438.00, 
ADT1,Advent Limited,Annual Ratio Analysis - Market Cap.($),32665209.30,31811216.90,27754753.00,18147338.50,26687262.50,18787832.80,17506844.20,13877376.50, , , , , , , , , , , , , , , 
ADU,Adamus Resources Limited,Annual Ratio Analysis - Market Cap.($),0.00,3735500.46,5167500.58,19116855.36,53159002.04,36710384.80,81636722.60,63947056.80,62045721.68,63368064.76,198949768.35,254633742.91, , , , , , , , , , , 
ADV,Ardiden Limited,Annual Ratio Analysis - Market Cap.($), , , , , ,0.00,4837910.00,3136992.50,4873739.66,2225671.84,11363555.98,7085030.50,1417006.10,4749545.14,4749545.14,2601017.52,21298831.61,11994676.85,21760442.83,5044140.65,12519641.53,17194833.97, 
ADV1,Australian Development Capital Fund,Annual Ratio Analysis - Market Cap.($),424574.10,0.00,3414210.06,3746596.06, , , , , , , , , , , , , , , , , , , 
ADX,ADX Energy Ltd,Annual Ratio Analysis - Market Cap.($),8766588.93,9347444.04,21021241.33,25398118.14,6306132.10,13725308.66,8919723.12,8688820.32,22043838.70,28599520.88,70962675.21,33911213.93,9642783.70,8180507.62,3938869.64,1969434.82,7362586.87,15492839.26,10871738.23,12202498.25,11749799.09,28257153.42, 
ADY,Admiralty Resources NL,Annual Ratio Analysis - Market Cap.($),4161424.38,8626295.26,15511054.44,10252908.38,12609593.64,58841115.60,51731543.79,242240373.10,249360725.02,31312046.29,11555779.88,29719429.33,31296378.64,13828632.42,8959206.47,18231953.42,12685748.65,4612999.51,11541155.64,10432212.29,6954808.19,19705289.88, 
ADZ,Adsteam Marine Limited,Annual Ratio Analysis - Market Cap.($),225495636.00,361182804.95,435933699.19,297555633.70,383397587.05,536263876.00,553736778.14, , , , , , , , , , , , , , , , 
AE1,Aerison Group Ltd,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , , , , , , , ,0.00,61187497.60, 
AEB,Affinity Energy and Health Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , ,0.00,74676500.40,90649705.88,46132932.30,26752830.05,20222828.52,16993954.75,15889732.11,18157227.32,8774329.28, , , 
AEC,Ammtec Limited,Annual Ratio Analysis - Market Cap.($),15190843.92,14181093.85,13494042.70,21447710.34,28275639.45,46219367.60,72920905.20,85076399.70,84660128.00,53535972.00,128170085.94, , , , , , , , , , , , 
AED,AED Oil Limited,Annual Ratio Analysis - Market Cap.($), , , , , ,80642796.48,148415323.95,887798633.65,438856060.88,125116549.42,87574774.20,22026810.12,34767975.88,34767975.88,34767975.88,34767975.88, , , , , , , 
AEE,Aura Energy Limited,Annual Ratio Analysis - Market Cap.($), , , , , , ,5040000.00,15389430.00,10065866.62,6265505.79,10404082.38,25139862.92,20750930.20,11913563.41,4503978.43,6701315.66,7312774.59,18234586.85,21387815.90,13462804.77,10230143.86,1583848.75, 
