ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ABC,ADBRI Limited,Annual Ratio Analysis - ROE,19.61%,6.78%,9.69%,10.20%,11.06%,14.04%,15.01%,17.13%,17.28%,13.77%,16.27%,15.55%,15.34%,14.27%,15.78%,17.15%,15.30%,14.25%,15.22%,10.36%,9.32%,9.58%, 
ABE,Australian Bond Exchange Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , ,0.00%, 
ABF,Ausmani Limited,Annual Ratio Analysis - ROE,0.12%,184.97%,-63.47%,50.59%,-46.57%,-32.84%,0.00%,-7.86%,-0.37%,5.97%,-104.47%,-376.42%,5.23%,"-15,705.98%",182.30%,48.53%, , , , , , , 
ABG,Abigroup Limited,Annual Ratio Analysis - ROE,24.89%,17.12%,6.33%,10.85%, , , , , , , , , , , , , , , , , , , 
ABL,Abilene Oil and Gas Limited,Annual Ratio Analysis - ROE,-13.76%,-22.90%,-26.99%,-14.20%,-21.59%,-39.11%,-98.33%,-62.54%,-24.10%,-72.45%,-44.98%,-32.06%,-17.68%,-165.35%,-36.22%,-138.03%,-21.65%,-298.80%,610.32%,107.83%, , , 
ABP,Abacus Property Group,Annual Ratio Analysis - ROE, , ,0.00%,11.63%,11.47%,9.73%,15.09%,14.86%,7.88%,6.41%,3.56%,6.68%,5.75%,7.05%,9.47%,10.86%,20.64%,20.62%,8.97%,6.40%,5.95%,4.33%,5.07%
ABR,American Pacific Borates Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , ,0.00%, ,-7.96%,-10.49%,-7.46%,-13.95%, 
ABS,A.B.C. Learning Centres Limited,Annual Ratio Analysis - ROE,9.51%,24.71%,24.94%,13.54%,10.55%,3.99%,4.30%,7.53%, , , , , , , , , , , , , , , 
ABT,Abundant Produce Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%,-26.09%,-46.00%,-35.96%,-109.76%, , , 
ABV,Advanced Braking Technology Ltd,Annual Ratio Analysis - ROE, ,0.00%,-14.18%,-79.68%,0.00%,64.03%,-45.27%,-36.61%,-19.26%,-35.76%,-30.66%,5.31%,-1.27%,-10.11%,-219.15%,-160.69%,-92.04%,-14.64%,-70.41%,-84.22%,4.28%,13.13%, 
ABW,Aurora Absolute Return Fund,Annual Ratio Analysis - ROE, , , , , , , ,--,--,--,--,--,--,--,--,-1.60%,-8.29%,-19.14%,-84.16%,-83.41%,-18.11%, , 
ABX,ABx Group Limited,Annual Ratio Analysis - ROE, , , , , , , , ,0.00%,-10.50%,-6.08%,-6.24%,-7.73%,-11.08%,-14.00%,-6.16%,-0.97%,1.03%,-14.22%,-16.73%,-3.68%,-33.76%, 
ABX2,Abelle Limited,Annual Ratio Analysis - ROE, ,8.55%,25.94%,-7.64%, , , , , , , , , , , , , , , , , , , 
ABY,Adore Beauty Group Limited,Annual Ratio Analysis - ROE, , , , , ,0.00%,-86.57%,0.45%,20.24%,-18.49%,13.00%,10.83%,5.03%,-1.63%,-0.04%,-78.10%,-167.25%, , , ,0.00%,2.47%,6.37%
ABY1,Aditya Birla Minerals Limited,Annual Ratio Analysis - ROE, , , , , ,0.00%,-86.57%,0.45%,20.24%,-18.49%,13.00%,10.83%,5.03%,-1.63%,-0.04%,-78.10%,-167.25%, , , , , , 
AC8,AusCann Group Holdings Ltd,Annual Ratio Analysis - ROE,-0.66%,-7.94%,4.80%,10.60%,7.88%,5.75%,-25.91%,-6.04%,-2.98%,-264.41%,40.38%,9.22%,917.83%,-30.45%,-114.74%,-84.09%,-203.92%,-90.05%,-54.34%,-15.12%,-18.62%,-21.16%, 
ACB,A-Cap Energy Limited,Annual Ratio Analysis - ROE, , , , , , ,-8.12%,-12.83%,-9.01%,-19.44%,-7.71%,-12.68%,-13.01%,-5.63%,-5.18%,-6.03%,-2.43%,-5.06%,-2.67%,-17.96%,-140.70%,-3.54%, 
ACDC,ETFS Battery Tech & Lithium ETF,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , ,-1.61%,8.53%,16.27%, 
ACE,Acusensus Limited,Annual Ratio Analysis - ROE,-413.62%,"-1,830.14%",176.70%,64.92%,19.30%,-742.71%,"-2,890.79%",-723.13%,-298.55%,257.25%,195.00%,40.94%,0.53%,1.90%,0.80%,1.35%, , , , , , , 
ACF,Acrow Formwork and Construction Services Limited,Annual Ratio Analysis - ROE, , , , , , , , ,-32.61%,-134.99%,-6.81%,-38.64%,-12.70%,423.07%,129.44%,5.87%,-56.16%,-131.50%,1.67%,12.82%,18.16%,8.23%,20.88%
ACL,Australian Clinical Labs Limited,Annual Ratio Analysis - ROE, , , ,-24.87%,-29.43%,-63.17%,-33.35%,-45.97%,-33.65%,-34.05%,-27.91%,-71.38%,-62.16%,-14.73%,-25.60%,-13.70%,-117.41%,-24.60%,-20.43%,-39.47%,0.00%,147.43%,79.86%
ACN,Acer Energy Limited,Annual Ratio Analysis - ROE, , , ,-0.84%,-16.91%,-26.37%,-30.05%,-7.72%,-12.13%,-122.63%,-19.97%,-35.00%,-8.96%, , , , , , , , , , 
ACO,Australian Careers Network Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,29.92%, , , , , , , 
ACP,Audalia Resources Limited,Annual Ratio Analysis - ROE, , , , , , , , , , ,0.00%, ,-9.27%,-15.76%,-13.79%,-27.94%,-19.57%,-72.10%,3.68%,-16.80%,-14.82%,-13.01%, 
ACQ,Acorn Capital Investment Fund Limited ,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.93%,-6.32%,12.08%,4.80%,17.87%,-0.91%,3.33%,27.28%,-16.95%
ACR,Acrux Limited,Annual Ratio Analysis - ROE, , ,-17.99%,-51.27%,-50.44%,-20.42%,-48.29%,-43.08%,-13.19%,-24.71%,57.85%,125.02%,13.92%,14.81%,66.50%,27.40%,29.58%,-24.87%,-26.05%,-37.95%,-73.71%,-68.37%,-108.18%
ACS,Accent Resources N.L.,Annual Ratio Analysis - ROE, , , , , ,0.00%,-6.53%,-14.12%,-6.74%,-12.41%,-8.22%,-4.18%,-7.33%,-3.37%,-14.31%,-296.37%,-28.16%,-59.57%,"2,307.88%",80.64%,50.61%,-153.32%, 
ACU,Acumentis Group Limited,Annual Ratio Analysis - ROE,-33.14%,-22.61%,-15.96%,-28.75%,-168.34%,-119.34%,-253.16%,-185.63%,-217.67%,-640.77%,12.77%,-64.06%,-75.43%,"-1,683.79%",16.97%,-126.97%,-468.80%,-736.84%,11.62%,-12.79%,-14.69%,1.01%,3.38%
ACW,Actinogen Medical Limited,Annual Ratio Analysis - ROE, , , , , , , , ,-15.24%,-48.73%,-63.13%,-70.96%,-248.33%,-84.72%,-34.47%,-35.36%,-29.97%,-34.06%,-36.10%,-60.08%,-48.96%,-22.43%,-43.69%
ACX,Aconex Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,-30.45%,9.30%,-1.82%, , , , , 
ACY,Australian Commercial Property Trust ,Annual Ratio Analysis - ROE,10.79%,--, , , , , , , , , , , , , , , , , , , , , 
AD1,AD1 Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%,-122.73%,-158.81%,-166.32%,-232.11%,-140.55%,-60.06%,-45.75%
AD8,Audinate Group limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , ,0.00%,-232.52%,12.49%,1.61%,-9.86%,-4.36%,-5.92%
ADA,Adacel Technologies Limited,Annual Ratio Analysis - ROE,2.84%,2.09%,2.07%,-10.51%,-226.84%,-141.18%,40.06%,17.90%,14.69%,37.17%,-18.29%,-42.13%,39.52%,7.02%,-26.09%,30.52%,47.76%,35.66%,35.58%,-21.37%,40.53%,37.46%,--
ADB,Adelaide Bank Limited,Annual Ratio Analysis - ROE,10.13%,12.17%,13.96%,12.00%,12.98%,11.01%,12.85%,14.11%, , , , , , , , , , , , , , , 
ADD,Adavale Resources Limited,Annual Ratio Analysis - ROE,-80.22%,150.43%,180.49%,15.12%,-6.85%,0.00%,-33.24%,-8.92%,-9.31%,-7.15%,-34.98%,-17.52%,-34.00%,-438.70%,-740.96%,137.21%,54.12%,63.02%,53.26%,43.16%,42.27%,-204.99%, 
ADE,Adelaide Energy Limited,Annual Ratio Analysis - ROE, , , , , , , ,-6.51%,-2.20%,10.04%,-6.88%,-64.58%, , , , , , , , , , , 
ADEF,Apostle Dundas Global Equity Fund,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , , ,20.37%, 
ADG,Adtrans Group Limited,Annual Ratio Analysis - ROE,23.19%,17.79%,22.14%,22.08%,16.14%,17.23%,14.31%,15.57%,19.52%,9.94%,12.69%, , , , , , , , , , , , 
ADH,Adairs Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,7.55%,28.43%,20.95%,26.30%,25.05%,27.86%,40.93%,24.43%
ADI2,Adelphi Energy Limited,Annual Ratio Analysis - ROE,-4.24%,-88.86%,-52.19%,0.97%,-0.18%,-1.38%,-25.94%,-26.84%,-51.50%,-80.13%, , , , , , , , , , , , , 
ADN,Andromeda Metals Limited,Annual Ratio Analysis - ROE,-9.57%,-23.04%,-10.89%,-9.56%,-7.89%,-6.39%,-19.73%,-50.15%,-5.61%,35.85%,-4.06%,-3.86%,-4.83%,-38.98%,-56.69%,-9.42%,-41.45%,-190.23%,-16.12%,-16.10%,-31.54%,-39.08%, 
ADO,AnteoTech Limited,Annual Ratio Analysis - ROE,-7.47%,-13.74%,-54.97%,-62.88%,-116.88%,-255.93%,-392.34%,-100.88%,-58.54%,-188.77%,-161.75%,-32.25%,-49.87%,-78.51%,-35.09%,-78.93%,-42.90%,-83.05%,-84.58%,-77.85%,-97.42%,-29.44%,-86.74%
ADP,AMP Diversified Property Trust,Annual Ratio Analysis - ROE,8.32%,7.93%,7.96%,7.95%, , , , , , , , , , , , , , , , , , , 
ADQ,ADG Global Supply Limited,Annual Ratio Analysis - ROE,4.08%,11.75%,7.82%,6.30%,3.84%,4.27%,-32.97%,452.61%,31.55%,-1.50%,-11.07%,4.48%,9.57%,-5.04%,-360.11%,4.75%, , , , , , , 
ADR,Adherium Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%,-22.97%,-56.42%,-72.90%,"-1,420.96%",-336.79%,-107.13%, 
ADS,Adslot Ltd,Annual Ratio Analysis - ROE,-185.47%,-280.90%,-41.63%,-71.70%,-210.67%,"1,105.38%",-408.38%,-21.45%,-178.44%,-258.74%,-35.67%,-36.82%,-34.70%,-42.17%,-27.14%,-26.34%,-25.74%,-21.45%,-39.71%,-23.80%,-34.32%,-36.36%,-37.12%
ADT,Adriatic Metals Plc,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , ,0.00%,-60.83%,-23.59%,-29.85%,-8.98%, 
ADT1,Advent Limited,Annual Ratio Analysis - ROE,21.60%,-2.59%,-17.90%,-24.99%,57.15%,-13.70%,17.83%,-3.70%, , , , , , , , , , , , , , , 
ADU,Adamus Resources Limited,Annual Ratio Analysis - ROE,-1.20%,-3.37%,-8.81%,-10.06%,-9.20%,-6.82%,-2.61%,-13.78%,-61.24%,-52.75%,-392.38%,-436.07%, , , , , , , , , , , 
ADV,Ardiden Limited,Annual Ratio Analysis - ROE, , , , , ,0.00%,-10.01%,-82.44%,"-3,007.69%",-162.79%,-31.80%,-44.44%,-165.11%,-231.61%,"-1,636.34%",-118.40%,-11.16%,-12.67%,-19.79%,-9.14%,-8.07%,-7.39%, 
ADV1,Australian Development Capital Fund,Annual Ratio Analysis - ROE,-61.10%,15.40%,-21.02%,-28.11%, , , , , , , , , , , , , , , , , , , 
ADX,ADX Energy Ltd,Annual Ratio Analysis - ROE,-54.83%,-46.18%,-14.30%,-5.93%,-32.73%,-64.67%,-43.24%,-173.56%,-52.93%,-37.24%,-11.40%,-35.25%,-155.27%,-126.21%,-12.40%,-205.32%,-261.50%,-202.11%,"1,451.92%",-67.09%,"2,928.63%",-130.10%, 
ADY,Admiralty Resources NL,Annual Ratio Analysis - ROE,-11.66%,-134.97%,-44.64%,-55.50%,-19.66%,-44.62%,-42.07%,-34.82%,-62.34%,-155.80%,-4.10%,-4.56%,-37.24%,-15.20%,-18.30%,-28.02%,-14.88%,8.41%,-21.40%,-8.68%,-13.39%,-6.82%, 
ADZ,Adsteam Marine Limited,Annual Ratio Analysis - ROE,19.20%,6.40%,8.79%,9.09%,5.28%,9.20%,11.38%, , , , , , , , , , , , , , , , 
AE1,Aerison Group Ltd,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , ,0.00%,15.86%, 
AEB,Affinity Energy and Health Limited,Annual Ratio Analysis - ROE, , , , , , , , , , ,-54.51%,-81.41%,-310.44%,-883.96%,-125.51%,-131.41%,505.62%,107.43%,-183.60%,97.08%, , , 
AEC,Ammtec Limited,Annual Ratio Analysis - ROE,10.62%,16.97%,17.91%,20.19%,16.04%,25.09%,31.03%,25.27%,19.26%,16.06%,11.17%, , , , , , , , , , , , 
AED,AED Oil Limited,Annual Ratio Analysis - ROE, , , , , ,-1.62%,-8.54%,-48.31%,10.55%,-56.59%,-6.10%,341.95%,15.26%,7.56%,3.92%,3.94%, , , , , , , 
AEE,Aura Energy Limited,Annual Ratio Analysis - ROE, , , , , , ,-4.10%,-15.98%,-18.68%,-36.42%,-21.43%,-17.18%,-14.45%,-16.64%,-30.36%,-18.12%,-11.75%,-21.84%,-9.79%,-14.74%,-15.08%,-13.57%, 
AEF,Australian Ethical Investment Limited,Annual Ratio Analysis - ROE, ,--,8.17%,4.40%,10.12%,16.07%,21.72%,23.67%,19.71%,14.23%,12.69%,16.81%,6.00%,14.57%,32.81%,17.66%,24.90%,35.07%,33.19%,38.87%,45.43%,45.12%,41.35%
AEG,Absolute Equity Performance Fund Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%,2.74%,3.39%,7.95%,-8.60%,20.99%,1.31%,-17.41%
AEH,Aveo Healthcare Limited,Annual Ratio Analysis - ROE,8.92%,5.72%,-12.75%,6.22%,10.39%,10.70%,22.27%,26.61%,20.23%,-1.08%,-1.75%,-2.20%,21.92%,9.74%, , , , , , , , , 
AEH1,Aerosonde Holdings Limited,Annual Ratio Analysis - ROE,-20.63%,-575.81%, , , , , , , , , , , , , , , , , , , , , 
AEI,Aeris Environmental Ltd,Annual Ratio Analysis - ROE,-2.99%,-15.76%,-33.48%,-12.95%,-3.77%,-16.38%,-53.35%,-155.75%,-99.90%,-166.14%,661.18%,136.94%,53.87%,113.85%,50.76%,-33.18%,-37.16%,-120.61%,"-4,165.84%",-65.25%,10.27%,-43.56%, 
AEJ,Redbank Energy Limited,Annual Ratio Analysis - ROE, , , , , , , ,-9.23%,-31.76%,-11.64%,13.14%,236.46%,327.23%,-12.88%, , , , , , , , , 
AEK,Anatolia Energy Limited,Annual Ratio Analysis - ROE,-6.65%,-20.93%,-19.79%,-11.81%,-5.29%,-95.48%,-120.79%,-94.52%,-900.80%,156.29%,-534.09%,-8.41%,-10.31%,-5.95%,-11.10%,-8.16%, , , , , , , 
AEN,Aeramentum Resources Limited,Annual Ratio Analysis - ROE,-41.85%,-128.19%,733.21%,98.21%,62.77%,47.51%, , , , , , , , , , , , , , , , , 
AEN1,Australian Energy Limited,Annual Ratio Analysis - ROE,-41.85%,-128.19%,733.21%,98.21%,62.77%,47.51%, , , , , , , , , , , , , , , , , 
AEO,Austereo Group Limited,Annual Ratio Analysis - ROE,7.72%,1.58%,6.14%,5.43%,5.12%,5.19%,6.07%,7.17%,7.29%,6.84%,7.12%, , , , , , , , , , , , 
